slab,tile,gz,gy,gx,local_id,global_id,thickness_vox,tile_median_vox,ratio,n_ids_in_run,kind
z4480,tile_y1792_x1344,4687,2272,1539,3449,298779,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4563,2150,1408,500,262591,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4535,2259,1441,2384,297996,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4539,1944,1709,2407,298009,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4702,2112,1567,1347,297574,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4573,2256,1392,2746,262591,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4703,2233,1405,1600,296361,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4601,2179,1766,2854,298334,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4697,1941,1620,931,297250,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4509,2216,1831,2657,286428,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4587,1866,1735,2882,298354,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4587,2232,1572,779,297052,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4685,2086,1667,3425,297631,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4538,2245,1625,2328,297919,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4720,2165,1748,3776,298937,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4509,2129,1840,2203,286428,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4507,1995,1376,220,285308,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4671,2088,1587,3164,297714,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4592,2288,1598,2898,298366,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4545,2119,1470,2464,298052,13.0,4.5,2.89,3,split
z4480,tile_y1792_x1344,4497,2203,1841,1897,286454,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4612,1880,1544,907,297233,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4580,2215,1483,2855,298335,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4663,2225,1836,3855,297725,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4622,2221,1548,970,297285,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4650,2247,1424,3143,296547,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4596,1998,1801,655,297031,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4697,2020,1717,1435,297648,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4692,1946,1671,931,297250,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4667,2162,1557,1364,297588,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4693,2199,1671,3490,298812,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4710,2268,1432,3675,296359,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4496,2035,1626,2065,286435,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4716,2002,1657,1304,297537,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4700,2247,1566,3636,298777,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4515,2209,1462,2351,287207,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4597,1878,1664,697,297068,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4665,2145,1628,3255,298640,13.0,4.5,2.89,3,split
z4480,tile_y1792_x1344,4539,2130,1666,2239,297909,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4677,1984,1794,931,297250,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4569,2242,1470,2181,262591,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4660,2011,1537,1289,297526,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4682,2255,1840,3493,297672,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4546,2177,1798,2261,286982,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4593,2254,1597,2720,297052,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4716,2282,1658,3702,297705,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4641,1859,1831,1133,282798,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4542,2265,1486,2383,297995,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4653,1882,1795,3146,282798,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4630,2242,1829,1070,297359,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4610,2226,1703,2959,298409,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4704,2281,1387,3724,296359,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4683,2096,1606,3164,297714,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4523,1938,1729,2063,286034,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4707,1942,1655,931,297250,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4589,2279,1533,2829,298316,13.0,4.5,2.89,3,split
z4480,tile_y1792_x1344,4689,2275,1416,3483,296718,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4704,2252,1748,3855,297725,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4542,2260,1720,2352,296893,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4496,2077,1557,1936,286447,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4693,2050,1693,1437,297650,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4585,2218,1601,2865,297052,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4685,2265,1466,1465,297669,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4559,2092,1675,2657,286428,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4690,2261,1714,3855,297725,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4548,2040,1686,477,296901,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4515,2152,1394,2149,262591,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4611,2150,1615,3022,298455,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4672,2117,1769,3353,298711,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4634,2197,1632,3154,298558,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4576,2262,1704,2786,297075,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4695,2209,1714,3855,297725,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4510,2285,1769,2197,286201,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4515,2288,1535,440,296878,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4691,2104,1516,1571,284979,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4497,2251,1546,2058,262591,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4528,2183,1815,2657,286428,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4692,2245,1724,3855,297725,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4719,2064,1800,1615,297713,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4502,2217,1612,1844,286201,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4555,2154,1720,2657,286428,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4549,2190,1433,2181,262591,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4720,2212,1701,3653,298896,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4554,2203,1410,2570,295975,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4654,2268,1638,3182,298517,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4700,2186,1369,1504,296286,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4678,2225,1698,3349,298708,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4675,1967,1744,931,297250,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4639,2212,1762,1056,297319,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4684,2170,1535,1340,297568,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4544,2031,1767,33,286095,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4651,2224,1558,3260,298643,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4674,2207,1579,3445,298776,13.0,4.5,2.89,3,split
z4480,tile_y1792_x1344,4689,2228,1437,3675,296359,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4594,2228,1697,2813,298305,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4558,2187,1491,2701,298217,13.0,4.5,2.89,3,split
z4480,tile_y1792_x1344,4610,2225,1727,3033,297264,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4525,2247,1560,2320,297954,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4662,2235,1378,3333,296645,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4510,2274,1560,2058,262591,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4718,2228,1535,1673,297797,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4524,2060,1596,2657,286428,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4510,2194,1458,1881,297869,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4705,2071,1807,3624,297688,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4594,2199,1608,2865,297052,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4596,2259,1660,3029,298461,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4592,2256,1822,2930,297204,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4508,2208,1507,2058,262591,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4674,2262,1513,3361,298716,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4580,2151,1703,2781,298280,13.0,4.5,2.89,3,split
z4480,tile_y1792_x1344,4687,2256,1654,3526,298838,13.0,4.5,2.89,3,split
z4480,tile_y1792_x1344,4531,2103,1637,2657,286428,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4588,2244,1681,2813,298305,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4703,2268,1739,3855,297725,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4628,2099,1569,3443,298775,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4694,2286,1479,3559,298860,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4527,2147,1755,2657,286428,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4593,2176,1488,750,297111,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4712,1848,1799,1185,294459,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4539,2266,1427,2384,297996,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4625,2063,1712,477,296901,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4512,2288,1751,2197,286201,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4569,2244,1737,445,296881,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4703,2176,1525,3594,298876,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4557,2230,1828,2562,296971,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4651,1933,1751,931,297250,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4576,2267,1560,2733,298245,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4527,2203,1701,2411,286424,13.0,4.5,2.89,3,split
z4480,tile_y1792_x1344,4687,2238,1643,3447,298777,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4654,2011,1714,926,297245,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4694,2237,1731,3855,297725,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4534,2135,1716,2317,297951,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4660,2112,1827,926,297245,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4686,2178,1773,3482,297725,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4524,2010,1729,33,286095,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4643,2063,1781,1020,297327,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4717,2143,1628,3686,298902,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4661,1981,1682,1238,297487,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4668,2158,1519,1339,297567,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4686,2057,1650,1366,297590,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4689,2200,1567,3475,298802,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4558,2113,1495,433,284979,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4721,2251,1697,3855,297725,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4672,2174,1477,1291,297528,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4623,2061,1556,943,297262,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4702,2284,1751,3665,297725,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4621,2288,1368,3084,296579,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4707,2278,1421,3675,296359,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4598,2195,1615,3022,298455,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4657,2267,1516,3305,298675,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4557,2268,1483,2622,298013,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4561,2266,1421,2480,298064,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4598,2167,1680,2893,298363,13.0,4.5,2.89,1,fused
z4480,tile_y1792_x1344,4549,2271,1540,2489,298068,13.0,4.5,2.89,2,split
z4480,tile_y1792_x1344,4569,2179,1510,2701,298217,13.0,4.5,2.89,2,split
z8960,tile_y1792_x1344,9172,2142,1497,2598,459777,11.5,4.0,2.88,4,split
z8960,tile_y1792_x1344,8996,2139,1401,61,448400,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9116,2127,1760,2019,460145,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9151,2189,1505,1134,459584,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9103,2147,1477,655,459267,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9085,1997,1377,750,458375,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9125,2194,1403,2205,458493,11.5,4.0,2.88,3,split
z8960,tile_y1792_x1344,9080,2287,1690,835,459383,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9124,2103,1672,2077,460184,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9030,1977,1768,479,459148,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9065,2139,1625,1779,459973,11.5,4.0,2.88,2,split
z8960,tile_y1792_x1344,9100,2093,1615,1851,460026,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9140,2158,1749,2340,460375,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9080,2160,1519,713,459305,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9143,2030,1495,983,459481,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9137,2227,1716,2319,460358,11.5,4.0,2.88,2,split
z8960,tile_y1792_x1344,9049,2084,1665,1755,459956,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9098,2204,1646,1885,460047,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,8977,2139,1528,61,448400,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9106,2072,1431,1926,460081,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9198,1951,1472,1223,223883,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9170,2039,1432,1236,458659,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9122,2212,1685,2805,459660,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9145,2157,1746,2339,460374,11.5,4.0,2.88,3,split
z8960,tile_y1792_x1344,9094,1949,1505,630,459246,11.5,4.0,2.88,2,split
z8960,tile_y1792_x1344,9187,1882,1489,1386,453587,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9075,2059,1592,1806,459992,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9063,2107,1608,549,459194,11.5,4.0,2.88,2,split
z8960,tile_y1792_x1344,9009,1829,1779,229,453848,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9133,2175,1706,2287,460337,11.5,4.0,2.88,2,split
z8960,tile_y1792_x1344,9184,2071,1513,983,459481,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9123,2010,1531,178,223883,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9087,2121,1758,2058,449829,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9006,2118,1386,61,448400,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9151,2190,1403,2545,458662,11.5,4.0,2.88,4,split
z8960,tile_y1792_x1344,9146,1985,1484,178,223883,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9161,1969,1508,178,223883,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9053,2143,1559,1780,459974,11.5,4.0,2.88,2,split
z8960,tile_y1792_x1344,9190,1982,1803,1453,459651,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9082,2235,1757,1876,460043,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9194,1938,1538,178,223883,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9106,1958,1837,915,459439,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9175,2079,1812,2539,449829,11.5,4.0,2.88,2,split
z8960,tile_y1792_x1344,9049,1868,1530,460,459139,11.5,4.0,2.88,1,fused
z8960,tile_y1792_x1344,9072,2086,1685,1853,460028,11.5,4.0,2.88,2,split
z8960,tile_y1792_x1344,9150,2072,1437,2357,458453,11.5,4.0,2.88,2,split
z8960,tile_y1792_x1344,9004,1892,1555,212,449863,11.5,4.0,2.88,1,fused
z2240,tile_y1792_x1344,2301,2275,1728,86,130723,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2353,1911,1832,1831,63448,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2461,2055,1409,915,140951,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2328,1917,1487,1845,142104,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2460,2287,1439,203,121319,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2384,2199,1737,707,141585,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2468,2131,1615,797,130926,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2270,2023,1471,1426,122397,10.0,3.5,2.86,2,split
z2240,tile_y1792_x1344,2266,2231,1726,140,131046,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2385,2185,1362,672,140780,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2412,2116,1590,748,141609,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2425,2027,1538,870,141671,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2286,2052,1723,1537,130926,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2375,1879,1518,642,141543,10.0,3.5,2.86,2,split
z2240,tile_y1792_x1344,2314,1984,1495,1717,142013,10.0,3.5,2.86,3,split
z2240,tile_y1792_x1344,2328,1961,1416,1867,142122,10.0,3.5,2.86,2,split
z2240,tile_y1792_x1344,2262,2264,1523,1340,121319,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2359,1950,1419,2018,142241,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2345,1947,1716,1932,142173,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2346,1886,1822,1754,63448,10.0,3.5,2.86,2,split
z2240,tile_y1792_x1344,2325,2219,1507,439,141430,10.0,3.5,2.86,2,split
z2240,tile_y1792_x1344,2300,2019,1777,1596,130878,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2345,2128,1526,562,141494,10.0,3.5,2.86,1,fused
z2240,tile_y1792_x1344,2300,2033,1787,1699,130926,10.0,3.5,2.86,2,split
z2240,tile_y1792_x1344,2439,2033,1602,767,141623,10.0,3.5,2.86,2,split
z2240,tile_y1792_x1344,2335,2247,1519,409,141412,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9167,1695,1856,1149,455128,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,8994,1815,2049,169,223883,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9028,1505,2005,146,443929,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9044,1440,1909,1857,455338,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9139,1486,2045,887,455032,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9045,1587,1987,1786,455304,10.0,3.5,2.86,3,split
z8960,tile_y1344_x1792,9132,1611,1847,2303,454619,10.0,3.5,2.86,2,split
z8960,tile_y1344_x1792,9097,1364,1988,2266,453046,10.0,3.5,2.86,2,split
z8960,tile_y1344_x1792,8992,1840,2014,212,223883,10.0,3.5,2.86,2,split
z8960,tile_y1344_x1792,9077,1364,1943,2035,452480,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9001,1483,1993,1539,455185,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9010,1739,1923,1633,455217,10.0,3.5,2.86,2,split
z8960,tile_y1344_x1792,8975,1543,1902,1392,442809,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9021,1523,1942,1565,454419,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9095,1589,2190,733,443644,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9133,1732,2243,594,443724,10.0,3.5,2.86,2,split
z8960,tile_y1344_x1792,8983,1395,2105,1422,441261,10.0,3.5,2.86,2,split
z8960,tile_y1344_x1792,9084,1559,2178,625,443644,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9127,1368,1942,2340,453073,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9111,1411,1933,781,452833,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9033,1745,1849,1707,442680,10.0,3.5,2.86,2,split
z8960,tile_y1344_x1792,9098,1579,1836,2295,454620,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9198,1630,1820,1193,454312,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9036,1561,1927,1860,455340,10.0,3.5,2.86,2,split
z8960,tile_y1344_x1792,9036,1441,1886,1829,455318,10.0,3.5,2.86,2,split
z8960,tile_y1344_x1792,9096,1491,1942,2247,455504,10.0,3.5,2.86,2,split
z8960,tile_y1344_x1792,9193,1378,1947,1257,452868,10.0,3.5,2.86,2,split
z8960,tile_y1344_x1792,8986,1551,1912,187,443945,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9079,1560,2189,610,443644,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9008,1431,2042,14,443932,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,8996,1452,2258,18,441295,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9017,1657,2131,594,443724,10.0,3.5,2.86,1,fused
z8960,tile_y1344_x1792,9083,1370,1850,2174,452680,10.0,3.5,2.86,2,split
z2240,tile_y1344_x1792,2422,1660,2194,734,138775,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2297,1472,2160,330,120103,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2362,1478,2033,447,119763,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2478,1370,2146,786,134968,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2424,1424,2010,414,134791,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2322,1385,2211,828,120103,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2409,1813,2084,1652,63448,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2442,1401,2105,919,134988,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2461,1442,2022,944,135114,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2418,1523,1871,796,134791,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2345,1675,2131,464,127086,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2361,1580,2089,546,138658,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2278,1742,2188,73,127086,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2406,1489,2167,828,120103,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2396,1457,1948,567,106291,8.5,3.0,2.83,2,split
z2240,tile_y1344_x1792,2438,1571,1915,579,138077,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2265,1566,2056,178,127198,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2420,1373,2197,758,134890,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2276,1503,2141,143,127248,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2437,1402,2117,919,134988,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2475,1614,2256,1014,138879,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2413,1492,1919,948,138881,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2410,1668,2285,265,127615,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2341,1518,2017,395,138558,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2336,1480,2031,447,119763,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2261,1820,2224,203,123289,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2433,1435,2012,791,138807,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2346,1414,2264,510,125153,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2422,1390,2060,786,134968,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2457,1488,1976,910,138842,8.5,3.0,2.83,2,split
z2240,tile_y1344_x1792,2327,1651,2258,265,127615,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2392,1392,1994,715,134870,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2348,1558,2076,268,127246,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2295,1503,2201,179,120103,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2469,1689,2151,1037,138895,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2439,1472,1952,948,138881,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2271,1562,2262,152,127206,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2389,1414,2201,828,120103,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2377,1802,2250,650,123289,8.5,3.0,2.83,1,fused
z2240,tile_y1344_x1792,2400,1573,2034,723,138767,8.5,3.0,2.83,2,split
