slab,tile,gz,gy,gx,lz,ly,lx,orig_id,assigned_A,assigned_B,thickness_ratio,confidence,tier,mega_size_frac,mega_size_vox,scorable,mass_context
z2688,tile_y1792_x1792,2772,1939,2071,84,147,279,1546,1538,1779,2.57,0.633,2,0.1676,1358276,1,0.7988292074635137
z2688,tile_y1792_x1792,2786,1913,1868,98,121,76,1663,1558,1485,2.71,0.413,2,0.1482,1317128,1,0.855840654083674
z2688,tile_y1792_x1792,2858,1928,2167,170,136,375,1990,879,1890,2.29,0.136,2,0.2467,2174698,1,1.0493912628312245
z2688,tile_y1792_x1792,2874,1901,2211,186,109,419,1990,1911,919,3.43,0.157,2,0.2467,2174698,1,0.9754537867723764
z2688,tile_y1792_x1792,2886,2011,2163,198,219,371,1915,1965,1887,3.43,0.339,2,0.2467,2174698,1,0.9539470629208265
z2688,tile_y1792_x1792,2894,2045,2047,206,253,255,2050,2237,2069,2.14,0.337,2,0.0719,693504,1,1.0623047355764679
z2688,tile_y1792_x1792,2905,2039,1861,217,247,69,2202,1996,1077,3.71,0.231,2,0.0719,693504,1,0.9382668790995055
z2688,tile_y1792_x2240,2726,2017,2432,38,225,192,15,163,202,2.12,0.295,2,0.0478,387540,1,0.9224062603157342
z2688,tile_y1792_x2240,2742,1904,2553,54,112,313,1286,1306,1185,3.88,0.477,2,0.1159,939145,1,0.9016421517325367
z2688,tile_y1792_x2240,2768,2206,2653,80,414,413,1499,199,300,3.25,0.387,2,0.0578,405866,1,0.6823373978145385
z2688,tile_y1792_x2240,2774,2199,2450,86,407,210,1619,1538,1657,2.12,0.428,2,0.2145,2111205,1,0.9945394723802351
z2688,tile_y1792_x2240,2789,1900,2390,101,108,150,1963,468,1612,3.75,0.39,2,0.1159,939145,1,0.9110282893563032
z2688,tile_y1792_x2240,2835,2238,2568,147,446,328,2146,691,1669,2.75,0.282,2,0.1016,784780,1,0.9344292219895087
z2688,tile_y1792_x2240,2837,2245,2669,149,453,429,2146,733,1962,2.88,0.149,2,0.1016,784780,1,1.0164164658101005
z2688,tile_y1792_x2240,2843,2110,2422,155,318,182,214,616,722,3.25,0.175,2,0.0378,293126,1,0.9034035194066573
z2688,tile_y1792_x2240,2845,2201,2586,157,409,346,2146,1993,1877,3.25,0.423,2,0.1016,784780,1,1.0121158992341053
z2688,tile_y896_x2240,2873,1364,2298,185,468,58,462,487,456,4.14,0.449,1,0.0747,259290,1,0.9206833130085365
z2912,tile_y1344_x1344,3018,1486,1451,106,142,107,717,698,847,3.33,0.243,1,0.0515,138034,1,0.8550911396088375
z2912,tile_y1344_x1792,2982,1683,2093,70,339,301,1924,2126,1991,3.8,0.243,1,0.387,3969699,1,0.9492639688685364
z2912,tile_y1344_x1792,3054,1752,2147,142,408,355,2509,2629,2850,3.7,0.507,1,0.387,3969699,1,1.1126431220770843
z2912,tile_y1344_x2240,3000,1805,2412,88,461,172,1565,273,1229,3.71,0.316,2,0.387,3969699,1,0.8726642245637142
z2912,tile_y1344_x2240,3004,1764,2275,92,420,35,1565,1205,1244,4.57,0.281,1,0.387,3969699,1,0.7846339258812896
z2912,tile_y1344_x2240,3032,1718,2339,120,374,99,1353,314,1356,2.71,0.14,2,0.387,3969699,1,0.8519463362412592
z2912,tile_y1344_x2240,3034,1688,2356,122,344,116,1354,1269,1393,2.71,0.208,2,0.387,3969699,1,0.8903072892843777
z2912,tile_y1344_x2240,3037,1766,2299,125,422,59,1312,1468,1565,2.0,0.283,2,0.387,3969699,1,1.0671479524690535
z2912,tile_y1344_x2240,3042,1706,2380,130,362,140,1354,1393,1565,3.71,0.412,2,0.387,3969699,1,0.9518812970798626
z2912,tile_y1344_x2240,3050,1759,2316,138,415,76,1468,1361,476,5.43,0.163,1,0.387,3969699,1,1.050582118232169
z2912,tile_y1344_x2240,3069,1502,2618,157,158,378,405,458,575,2.14,0.502,2,0.154,109421,1,0.8448659018386263
z2912,tile_y1344_x2240,3072,1773,2332,160,429,92,1468,1434,1565,2.43,0.153,2,0.1324,1302431,1,1.0411739510977858
z2912,tile_y1344_x2240,3109,1681,2381,197,337,141,1671,1628,1641,2.57,0.435,2,0.1324,1302431,1,0.9947108245010884
z2912,tile_y1344_x2240,3113,1730,2344,201,386,104,1666,1647,1630,2.14,0.299,2,0.1324,1302431,1,1.0750873219974666
z2912,tile_y1344_x2240,3117,1810,2571,205,466,331,1700,1780,1755,4.0,0.572,2,0.0982,612773,1,0.9064005082696288
z2912,tile_y1344_x2240,3124,1679,2414,212,335,174,1725,1570,1790,4.71,0.428,2,0.1324,1302431,1,1.1445661365839572
z2912,tile_y1344_x2688,2969,1652,2722,57,308,34,568,478,602,4.5,0.39,2,0.0944,756525,1,0.9280659740353278
z2912,tile_y1344_x2688,2973,1689,2781,61,345,93,540,557,564,3.0,0.648,2,0.061,488849,1,0.9222863537310796
z2912,tile_y1344_x2688,3010,1677,2839,98,333,151,623,640,629,2.88,0.297,2,0.061,488849,1,0.8921200750469043
z2912,tile_y1344_x2688,3033,1685,2792,121,341,104,782,693,623,4.71,0.47,1,0.061,488849,1,0.9024229606129757
z2912,tile_y1344_x896,2947,1533,1195,35,189,299,1377,1390,1493,2.14,0.297,2,0.55,1473328,1,0.9903833051061924
z2912,tile_y1344_x896,2948,1525,946,36,181,50,1303,1524,1526,2.71,0.67,2,0.1579,71051,1,0.952135759698481
z2912,tile_y1344_x896,2981,1510,1036,69,166,140,1965,1645,1752,2.57,0.395,2,0.55,1473328,1,0.9417548537621865
z2912,tile_y1344_x896,3012,1531,1217,100,187,321,1830,1741,1869,3.43,0.367,2,0.55,1473328,1,1.0632332038282952
z2912,tile_y1344_x896,3014,1514,1184,102,170,288,1830,1815,1786,3.29,0.491,2,0.55,1473328,1,1.1648760905884536
z2912,tile_y1344_x896,3086,1475,1041,174,131,145,1928,1896,1965,2.14,0.432,2,0.0319,84749,1,1.1322426721199728
z2912,tile_y1792_x0,2956,1877,474,44,85,474,5,64,7,3.17,0.172,1,0.072,49339,1,0.7901268860691985
z2912,tile_y1792_x1344,3021,1942,1771,109,150,427,1663,1659,1757,3.71,0.546,2,0.2499,2470615,1,1.0502652549332978
z2912,tile_y1792_x1344,3037,1950,1809,125,158,465,1681,1896,1727,3.71,0.369,2,0.2499,2470615,1,1.1227466871098455
z2912,tile_y1792_x1344,3040,1896,1706,128,104,362,1869,1792,1837,3.43,0.386,2,0.2499,2470615,1,1.0892946997651796
z2912,tile_y1792_x1344,3046,1911,1707,134,119,363,1938,1881,1837,3.43,0.494,2,0.2499,2470615,1,1.1235772523857204
z2912,tile_y1792_x1344,3056,2156,1794,144,364,450,1943,1987,2034,4.86,0.373,2,0.1643,1529945,1,0.9447176427909226
z2912,tile_y1792_x1344,3080,2021,1612,168,229,268,537,673,867,4.14,0.177,2,0.0338,355015,1,0.8783593510866238
z2912,tile_y1792_x1344,3089,1829,1647,177,37,303,2252,2227,2151,2.14,0.461,2,0.596,6262291,1,1.04494598023761
z2912,tile_y1792_x1344,3090,2152,1728,178,360,384,2314,2272,2172,4.57,0.328,1,0.0474,444116,1,0.930949467986505
z2912,tile_y1792_x1344,3096,1878,1801,184,86,457,2258,2202,922,2.71,0.39,2,0.596,6262291,1,1.0141094785119755
z2912,tile_y1792_x1344,3098,2085,1618,186,293,274,2261,2481,2149,3.14,0.269,2,0.0474,444116,1,0.9670457338188968
z2912,tile_y1792_x1344,3106,1858,1733,194,66,389,2359,2413,2293,3.86,0.289,2,0.596,6262291,1,1.017385614206164
z2912,tile_y1792_x1344,3110,2001,1811,198,209,467,2369,2275,2231,2.86,0.364,2,0.596,6262291,1,1.0835834731173302
z2912,tile_y1792_x1344,3120,2153,1768,208,361,424,2432,2473,2497,3.0,0.405,2,0.0474,444116,1,0.7940890734532154
z2912,tile_y1792_x1344,3122,2008,1811,210,216,467,2242,2445,2369,2.43,0.581,2,0.596,6262291,1,1.0437060661286124
z2912,tile_y1792_x1792,3123,1856,2173,211,64,381,3996,3566,3749,2.73,0.397,1,0.0705,693431,1,1.1017060066127846
z2912,tile_y2688_x1792,2960,2723,1974,48,35,182,49,1,35,5.0,0.531,1,0.0312,107893,1,0.7549654718842486
z3136,tile_y1344_x1344,3256,1463,1551,120,119,207,3549,3251,4665,2.5,0.404,1,0.7862,3824343,1,1.0457729565287006
z3136,tile_y1344_x1792,3279,1773,1990,143,429,198,3875,3721,2947,2.54,0.21,1,0.6357,6975039,1,1.0861314011938423
z3136,tile_y1344_x1792,3290,1527,1941,154,183,149,4040,4164,3880,2.85,0.507,1,0.7862,3824343,1,1.079010485837182
z3136,tile_y1344_x2240,3209,1532,2383,73,188,143,239,258,1655,3.5,0.157,2,0.0431,80748,1,0.975462698599308
z3136,tile_y1344_x2240,3241,1717,2433,105,373,193,262,564,1466,2.12,0.183,2,0.0637,644621,1,0.9387437810945274
z3136,tile_y1344_x2688,3170,1748,2754,34,404,66,339,35,314,2.62,0.432,2,0.0982,612773,1,0.762493480631549
z3136,tile_y1344_x2688,3259,1762,2777,123,418,89,442,138,426,4.12,0.279,2,0.0501,300472,1,0.9596498169947572
z3136,tile_y1344_x2688,3269,1818,2739,133,474,51,146,139,140,1.88,0.176,2,0.0514,308075,1,0.7442904290429043
z3136,tile_y1344_x2688,3318,1661,2728,182,317,40,481,478,492,1.62,0.469,2,0.0469,280821,1,0.9809943604047479
z3136,tile_y1344_x2688,3350,1711,2767,214,367,79,554,595,571,1.62,0.463,2,0.5854,3184283,1,0.8819056636586733
z3136,tile_y1344_x2688,3355,1802,2808,219,458,120,593,565,578,3.12,0.34,2,0.5854,3184283,1,0.8552258392244846
z3136,tile_y1344_x448,3189,1523,914,53,179,466,157,3,104,1.83,0.528,2,0.5106,309910,1,0.7942051783512606
z3136,tile_y1344_x448,3192,1800,642,56,456,194,99,136,126,3.67,0.332,2,0.0364,281401,1,0.749914429147334
z3136,tile_y1344_x896,3244,1435,1112,108,91,216,1538,1381,1362,2.43,0.58,2,0.2095,641482,1,0.8815187816491573
z3136,tile_y1344_x896,3257,1646,1004,121,302,108,1484,1412,1364,3.86,0.29,2,0.0485,360005,1,1.0068835282651072
z3136,tile_y1344_x896,3271,1437,1258,135,93,362,1461,1563,1360,3.71,0.387,2,0.2095,641482,1,1.0887830130334195
z3136,tile_y1344_x896,3274,1534,976,138,190,80,955,789,762,3.43,0.22,2,0.1109,86713,1,1.024419151537955
z3136,tile_y1344_x896,3354,1706,1329,218,362,433,1835,1841,1811,3.29,0.412,2,0.2202,2061235,1,0.9452479986622913
z3136,tile_y1344_x896,3356,1749,1176,220,405,280,1849,1756,1787,3.86,0.827,2,0.2202,2061235,1,0.867015508079384
z3136,tile_y1792_x1792,3185,2101,2270,49,309,478,2203,1693,1810,3.75,0.2,2,0.0323,285188,1,0.9347729406532589
z3136,tile_y1792_x1792,3193,2071,1988,57,279,196,1865,2701,1848,2.25,0.284,2,0.0392,366736,1,0.9972687170184696
z3136,tile_y1792_x1792,3203,2085,2067,67,293,275,418,474,664,3.25,0.281,2,0.0968,752301,1,0.7990434107021462
z3136,tile_y1792_x1792,3211,1845,2003,75,53,211,2026,575,1871,2.12,0.361,2,0.6357,6975039,1,0.9098174784909184
z3136,tile_y1792_x1792,3288,1896,2007,152,104,215,2688,902,2766,2.62,0.382,2,0.6357,6975039,1,0.9952355023141846
z3136,tile_y1792_x2240,3195,2090,2293,59,298,53,1465,1384,1438,2.11,0.506,2,0.0323,285188,1,0.9756312739931806
z3136,tile_y1792_x2240,3243,2013,2680,107,221,440,472,622,590,5.44,0.496,2,0.035,209475,1,0.7433896365286712
z3136,tile_y1792_x2240,3276,2035,2581,140,243,341,1634,1738,2061,2.56,0.643,2,0.0305,182766,1,0.9404326250646639
z3136,tile_y1792_x2240,3336,1856,2701,200,64,461,2093,2001,2012,1.67,0.489,2,0.5854,3184283,1,0.9520376499793132
z3136,tile_y1792_x2240,3358,1901,2582,222,109,342,2277,2165,2371,3.11,0.302,2,0.5854,3184283,1,1.1843201158790513
z3136,tile_y1792_x2688,3244,2148,2834,108,356,146,361,431,169,3.71,0.523,2,0.0547,451708,1,0.7199259897403767
z3136,tile_y1792_x2688,3333,1955,2732,197,163,44,1421,1367,1432,1.86,0.271,2,0.5854,3184283,1,1.0177498418722328
z3136,tile_y1792_x2688,3339,2034,2903,203,242,215,1584,1440,1446,2.86,0.339,2,0.5854,3184283,1,1.0676812891674128
z3136,tile_y1792_x2688,3343,2021,2753,207,229,65,1503,1459,739,1.86,0.278,2,0.5854,3184283,1,0.9193126678287087
z3136,tile_y1792_x2688,3344,2029,2934,208,237,246,1584,1440,1515,3.57,0.299,2,0.5854,3184283,1,1.1057564881281061
z3136,tile_y1792_x2688,3356,2182,2787,220,390,99,672,826,666,2.14,0.344,2,0.1005,839533,1,0.9811174085881843
z3136,tile_y1792_x896,3172,1827,1371,36,35,475,12,204,10,6.0,0.264,2,0.0332,306029,1,0.9063832122797709
z3136,tile_y1792_x896,3194,2147,951,58,355,55,408,594,428,2.0,0.835,2,0.0834,300743,1,0.6289696027969311
z3136,tile_y1792_x896,3248,2210,971,112,418,75,533,604,283,2.5,0.269,2,0.0697,210061,1,0.9356131721237609
z3136,tile_y896_x1344,3268,1372,1765,132,476,421,430,452,487,3.33,0.182,1,0.7862,3824343,1,1.1362272181599913
z3136,tile_y896_x1792,3202,1367,1933,66,471,141,469,400,440,4.45,0.146,1,0.7862,3824343,1,1.3549144354097915
z3360,tile_y1344_x1792,3509,1622,2131,149,278,339,3538,4147,3426,2.54,0.434,1,0.719,7652934,1,1.1550216999672454
z3360,tile_y1344_x2240,3498,1754,2277,138,410,37,1843,1925,1880,2.33,0.5,1,0.719,7652934,1,1.1685166847062616
z3360,tile_y1344_x448,3556,1631,895,196,287,447,440,495,509,5.0,0.629,1,0.0317,182867,1,1.0179564323253865
z3360,tile_y1792_x1344,3404,1877,1760,44,85,416,1873,1820,1846,1.88,0.508,2,0.2922,3056304,1,1.1266981373889269
z3360,tile_y1792_x1344,3497,1971,1476,137,179,132,2202,2283,2121,3.88,0.257,1,0.0642,630787,1,1.0452272022332507
z3360,tile_y1792_x1344,3546,1829,1639,186,37,295,2562,2546,2405,2.38,0.726,2,0.0353,340879,1,0.9590973487148351
z3360,tile_y1792_x1344,3556,1887,1484,196,95,140,2534,2553,2491,2.0,0.481,2,0.0642,630787,1,1.1506682867557716
z3360,tile_y1792_x1344,3557,2138,1507,197,346,163,2431,1148,2696,3.12,0.408,2,0.033,277608,1,0.850962978814466
z3360,tile_y1792_x1344,3573,1851,1692,213,59,348,2740,2735,2616,2.0,0.341,2,0.0353,340879,1,0.9532480840253613
z3360,tile_y1792_x1344,3579,2013,1540,219,221,196,2695,1179,2540,3.25,0.434,2,0.0656,634769,1,0.9869619791877556
z3360,tile_y1792_x1792,3393,2165,2160,33,373,368,1861,1515,225,2.14,0.351,2,0.0849,707989,1,0.8726586381634286
z3360,tile_y1792_x1792,3409,1892,2132,49,100,340,1597,1557,1498,3.29,0.736,2,0.508,5188320,1,0.8553769736345094
z3360,tile_y1792_x1792,3447,2009,1824,87,217,32,1835,1846,1836,2.29,0.468,2,0.2922,3056304,1,0.8717894687551216
z3360,tile_y1792_x1792,3449,2014,1837,89,222,45,1836,1846,1838,2.14,0.449,2,0.2922,3056304,1,0.9938600304281678
z3360,tile_y1792_x1792,3499,2203,2087,139,411,295,2295,2371,2301,2.43,0.532,2,0.1072,936314,1,1.0204073278067751
z3360,tile_y1792_x1792,3532,2188,2045,172,396,253,2697,2584,2676,4.0,0.214,2,0.0636,559183,1,0.8539984561139972
z3360,tile_y1792_x1792,3534,1889,2200,174,97,408,2542,2450,2620,3.29,0.469,2,0.719,7652934,1,0.9835210553018772
z3360,tile_y1792_x1792,3554,2190,1959,194,398,167,647,831,749,2.86,0.134,2,0.0348,306259,1,0.9578293869361951
z3360,tile_y1792_x1792,3572,2063,2270,212,271,478,2902,2868,2864,4.29,0.622,1,0.1391,1214895,1,1.10508193523215
z3360,tile_y1792_x2240,3440,1863,2446,80,71,206,1861,1962,2135,2.82,0.439,1,0.0717,732018,1,0.9852496990893194
z3360,tile_y1792_x2240,3504,2143,2467,144,351,227,3449,727,3039,2.64,0.157,1,0.1391,1214895,1,1.0302863656361236
z3360,tile_y1792_x2240,3557,1864,2439,197,72,199,3476,3677,3414,3.27,0.423,1,0.719,7652934,1,1.1658736480254883
z3360,tile_y1792_x3136,3484,2079,3168,124,287,32,91,95,137,4.71,0.169,1,0.3895,725053,1,0.9373429531036198
z3360,tile_y1792_x3136,3502,2049,3184,142,257,48,59,145,20,4.0,0.594,1,0.3895,725053,1,0.6761071219452063
z3360,tile_y2240_x1792,3392,2685,1961,32,445,169,165,25,584,8.6,0.871,1,0.056,239301,1,0.7916556919348892
z3360,tile_y2240_x448,3416,2288,924,56,48,476,89,11,104,3.86,0.93,1,0.0824,225757,1,0.7872117400419287
z3360,tile_y896_x1344,3514,1350,1793,154,454,449,1042,1110,1051,2.91,0.696,1,0.5691,4186544,1,0.9152117136570218
z3584,tile_y1344_x1792,3629,1531,1992,45,187,200,1964,1963,2248,2.22,0.366,2,0.0469,311448,1,1.0345015625327711
z3584,tile_y1344_x1792,3635,1649,1971,51,305,179,2194,2158,2289,2.89,0.507,2,0.062,598757,1,0.9444537868118471
z3584,tile_y1344_x1792,3648,1646,1964,64,302,172,2289,2765,2244,3.44,0.296,2,0.062,598757,1,0.9612413881638068
z3584,tile_y1344_x1792,3740,1675,2251,156,331,459,2900,2929,2785,2.22,0.328,2,0.0374,362649,1,1.007807417046194
z3584,tile_y1344_x1792,3772,1629,1871,188,285,79,1116,1522,1447,3.11,0.291,2,0.2122,2182648,1,0.9592507541987483
z3584,tile_y1344_x2240,3680,1508,2352,96,164,112,1609,2346,2049,3.1,0.537,1,0.524,2173107,1,1.1417822661191876
z3584,tile_y1344_x2688,3637,1809,2754,53,465,66,359,398,62,5.0,0.459,1,0.2991,2131122,1,0.8493761140819964
z3584,tile_y1344_x448,3767,1818,905,183,474,457,493,266,445,4.0,0.458,1,0.0472,225462,1,0.9829343224307819
z3584,tile_y1344_x448,3768,1703,909,184,359,461,464,512,406,5.71,0.675,1,0.0397,189855,1,0.9618564977420974
z3584,tile_y1792_x1344,3620,1886,1398,36,94,54,1650,1732,1614,2.14,0.321,2,0.5573,5497550,1,1.0174396058124415
z3584,tile_y1792_x1344,3624,2146,1810,40,354,466,1527,1704,1583,2.57,0.464,2,0.1597,1252998,1,0.8009405021393396
z3584,tile_y1792_x1344,3625,2198,1554,41,406,210,1682,1880,1463,4.0,0.488,2,0.1597,1252998,1,0.9658050207445079
z3584,tile_y1792_x1344,3635,1967,1477,51,175,133,1715,264,1776,3.71,0.47,2,0.5573,5497550,1,0.9019817696433295
z3584,tile_y1792_x1344,3653,2185,1669,69,393,325,1928,1935,1880,3.14,0.54,2,0.1597,1252998,1,0.8857372223708857
z3584,tile_y1792_x1344,3712,2196,1398,128,404,54,2366,2207,2275,2.57,0.239,2,0.0347,325431,1,0.8569172640961054
z3584,tile_y1792_x1792,3624,1927,2184,40,135,392,1546,1538,1530,2.44,0.631,2,0.6123,6194477,1,1.0123609649394334
z3584,tile_y1792_x1792,3639,1854,1978,55,62,186,1690,1612,1708,2.33,0.383,2,0.0523,504635,1,1.1256340268225584
z3584,tile_y1792_x1792,3643,2113,2171,59,321,379,1786,1697,1809,2.0,0.536,2,0.1921,1731387,1,0.828453594568895
z3584,tile_y1792_x1792,3653,2163,2233,69,371,441,1829,281,1848,2.44,0.477,2,0.1921,1731387,1,0.8791902778726018
z3584,tile_y1792_x1792,3654,1872,2232,70,80,440,1793,1912,1895,3.11,0.586,2,0.6123,6194477,1,0.9991021996109531
z3584,tile_y1792_x1792,3656,2092,2235,72,300,443,1827,1786,2060,2.67,0.295,2,0.1921,1731387,1,1.0298501608221542
z3584,tile_y1792_x1792,3664,1893,2115,80,101,323,1951,1841,1840,2.22,0.612,2,0.6123,6194477,1,1.0197784031645445
z3584,tile_y1792_x1792,3668,2097,2234,84,305,442,2060,1938,2019,2.89,0.646,2,0.1921,1731387,1,0.9884699562276164
z3584,tile_y1792_x1792,3670,1936,1996,86,144,204,2045,2110,510,2.0,0.297,2,0.0523,504635,1,0.8715953307392996
z3584,tile_y1792_x1792,3683,1890,2038,99,98,246,2103,2104,1950,2.0,0.456,2,0.0523,504635,1,0.987111043319097
z3584,tile_y1792_x1792,3692,1853,2262,108,61,470,2180,2368,603,3.0,0.341,2,0.6123,6194477,1,1.060286401399213
z3584,tile_y1792_x1792,3693,2019,2102,109,227,310,2088,2255,1930,1.78,0.42,2,0.6123,6194477,1,1.0607184538998675
z3584,tile_y1792_x1792,3719,2042,2011,135,250,219,2617,2750,2748,2.89,0.277,2,0.1393,1433362,1,0.9736629067947542
z3584,tile_y1792_x1792,3727,2121,2186,143,329,394,2544,2557,2611,2.56,0.35,2,0.1047,951367,1,0.9672230310238061
z3584,tile_y1792_x1792,3769,1961,1938,185,169,146,3402,2775,3030,2.44,0.43,2,0.1393,1433362,1,1.0187066585165356
z3584,tile_y1792_x1792,3777,1962,1978,193,170,186,3402,3181,2988,1.78,0.279,2,0.1393,1433362,1,0.9667867468220825
z3584,tile_y1792_x1792,3778,2132,2207,194,340,415,2847,940,2935,3.56,0.467,1,0.1047,951367,1,0.8845438933225578
z3584,tile_y1792_x1792,3797,2039,1884,213,247,92,3109,3058,3219,1.89,0.481,2,0.1393,1433362,1,0.9940273805026355
z3584,tile_y1792_x2688,3632,2263,3073,48,471,385,1492,1490,1482,4.71,0.491,2,0.168,270599,1,0.9323436797121007
z3584,tile_y1792_x2688,3762,2235,2890,178,443,202,1825,1769,1862,2.0,0.601,2,0.0356,312641,1,0.9415348288075561
z3584,tile_y1792_x2688,3764,2170,2740,180,378,52,1630,1819,1907,2.29,0.453,2,0.2303,2024484,1,1.114636005590141
z3584,tile_y1792_x896,3665,1869,954,81,77,58,2100,1966,2068,4.11,0.418,1,0.125,672488,1,1.155941190648349
z3584,tile_y1792_x896,3768,1964,1039,184,172,143,3125,2918,3321,3.56,0.546,1,0.1406,1423609,1,0.945092122708362
z3584,tile_y2240_x2688,3629,2342,2941,45,102,253,740,750,730,2.0,0.405,2,0.0519,459349,1,0.827605532763916
z3584,tile_y2240_x2688,3634,2389,2970,50,149,282,815,142,736,3.0,0.448,2,0.0519,459349,1,0.9722158151693384
z3584,tile_y2240_x2688,3637,2321,2785,53,81,97,136,211,310,2.25,0.168,2,0.1274,1126777,1,0.8316270937333705
z3584,tile_y2240_x2688,3649,2390,2967,65,150,279,760,804,756,3.25,0.206,2,0.0519,459349,1,0.9739334226133537
z3584,tile_y2240_x2688,3661,2282,2894,77,42,206,788,197,789,1.62,0.462,2,0.0519,459349,1,0.7722570758105455
z3584,tile_y2240_x2688,3663,2413,2930,79,173,242,787,786,760,2.5,0.474,2,0.0519,459349,1,0.8425775057248547
z3584,tile_y2240_x2688,3690,2372,2840,106,132,152,846,880,925,1.88,0.307,2,0.0519,459349,1,0.9163246797415259
z3584,tile_y2240_x2688,3690,2382,2902,106,142,214,888,344,930,3.25,0.483,2,0.0519,459349,1,0.843823172318099
z3584,tile_y2240_x2688,3692,2380,2861,108,140,173,917,846,951,1.88,0.474,2,0.0519,459349,1,0.9350982842858766
z3584,tile_y2240_x2688,3705,2303,2875,121,63,187,1002,819,1026,3.38,0.41,2,0.0519,459349,1,0.9893750949621237
z3584,tile_y2240_x2688,3714,2329,2777,130,89,89,1018,1139,983,2.75,0.467,2,0.2303,2024484,1,1.112296813693787
z3584,tile_y2240_x2688,3727,2281,2759,143,41,71,1028,1054,1123,3.62,0.454,2,0.2303,2024484,1,1.1409505768899604
z3584,tile_y2240_x2688,3731,2348,2813,147,108,125,984,1139,1088,3.25,0.639,2,0.2303,2024484,1,1.0100707288321613
z3584,tile_y2240_x2688,3740,2350,2765,156,110,77,1139,1146,1088,2.25,0.45,2,0.2303,2024484,1,0.985334898690363
z3584,tile_y2240_x2688,3747,2311,2794,163,71,106,1161,1084,1124,2.0,0.314,2,0.2303,2024484,1,0.935702742788834
z3584,tile_y2240_x448,3720,2387,913,136,147,465,248,228,238,7.17,0.385,1,0.0346,135282,1,0.9685711569540831
z3584,tile_y2240_x448,3745,2392,911,161,152,463,248,256,282,4.83,0.375,1,0.0346,135282,1,0.925564131143404
z3584,tile_y2240_x448,3769,2353,868,185,113,420,329,328,46,6.83,0.22,1,0.0346,135282,1,0.8891999850673834
z3584,tile_y896_x1344,3641,1258,1733,57,362,389,948,941,251,1.71,0.658,2,0.1248,828186,1,0.9815183767629634
z3584,tile_y896_x1344,3677,1279,1812,93,383,468,988,994,1014,1.86,0.609,2,0.1248,828186,1,0.9521181074081776
z3584,tile_y896_x1344,3687,1263,1758,103,367,414,997,1010,1017,3.71,0.376,2,0.1248,828186,1,0.9892489872234341
z3584,tile_y896_x1344,3692,1356,1377,108,460,33,1050,1082,309,1.86,0.363,2,0.1812,524711,1,1.065638425241214
z3584,tile_y896_x1344,3708,1273,1773,124,377,429,395,999,341,2.14,0.278,2,0.1248,828186,1,0.9081478687287816
z3584,tile_y896_x1344,3736,1267,1402,152,371,58,1183,509,1211,1.86,0.547,2,0.0763,281018,1,0.8523622987627192
z3584,tile_y896_x1344,3741,1314,1470,157,418,126,1161,345,1166,2.14,0.256,2,0.0763,281018,1,0.8627421221376942
z3584,tile_y896_x1344,3759,1333,1385,175,437,41,1269,1242,1236,4.0,0.335,2,0.5582,2055452,1,1.1419506926703638
z3584,tile_y896_x1344,3760,1257,1384,176,361,40,1211,1365,1170,3.43,0.307,2,0.0763,281018,1,0.9721543722520762
z3584,tile_y896_x1344,3762,1312,1437,178,416,93,1234,1365,570,1.71,0.185,2,0.5582,2055452,1,0.9545471834468069
z3584,tile_y896_x1344,3768,1269,1465,184,373,121,1277,1303,1215,1.71,0.173,2,0.0763,281018,1,0.9275590551181102
z3584,tile_y896_x1344,3779,1329,1386,195,433,42,1298,1269,1249,4.0,0.337,2,0.5582,2055452,1,1.0920910597941325
z3584,tile_y896_x1344,3785,1346,1452,201,450,108,1258,1261,1311,2.29,0.593,2,0.5582,2055452,1,1.0151998640509055
z3584,tile_y896_x1344,3792,1317,1460,208,421,116,1311,1230,1288,2.86,0.253,2,0.5582,2055452,1,0.9222006112809114
z3584,tile_y896_x896,3730,1338,1361,146,442,465,180,206,192,1.8,0.288,1,0.5582,2055452,1,1.091913040734547
z3808,tile_y1344_x1344,3845,1574,1690,37,230,346,2280,2155,284,2.11,0.237,2,0.1834,1802048,1,1.0045589437013462
z3808,tile_y1344_x1344,3872,1565,1664,64,221,320,2280,2346,2249,3.33,0.142,1,0.1834,1802048,1,1.0004772898814545
z3808,tile_y1344_x1344,3881,1486,1473,73,142,129,1188,520,547,5.0,0.159,1,0.0518,184808,1,1.0192335368737022
z3808,tile_y1344_x1344,3885,1719,1521,77,375,177,3106,2357,2189,3.0,0.516,2,0.3414,3160285,1,1.0109343735473049
z3808,tile_y1344_x1344,3890,1799,1480,82,455,136,2359,658,647,2.67,0.214,2,0.3414,3160285,1,0.8287247214197276
z3808,tile_y1344_x1344,3902,1571,1683,94,227,339,2503,2346,2477,2.89,0.238,2,0.1834,1802048,1,1.016129748451411
z3808,tile_y1344_x1344,3902,1575,1562,94,231,218,2186,2561,2292,2.56,0.402,2,0.1834,1802048,1,1.0530721813481805
z3808,tile_y1344_x1344,3909,1646,1711,101,302,367,2508,2392,2556,2.0,0.522,2,0.1834,1802048,1,0.9966702978233614
z3808,tile_y1344_x1344,3918,1566,1510,110,222,166,2644,2555,2583,2.78,0.431,2,0.3414,3160285,1,0.9208649555699631
z3808,tile_y1344_x1344,3921,1662,1704,113,318,360,2661,2517,2712,2.56,0.708,2,0.1834,1802048,1,0.9857457217517732
