site_row,kind,slab,tile,gz,gy,gx,tier,in_bounds,was_mega,mega_size_frac,mega_size_vox
552,control,z10080,tile_y896_x1344,10243,1207,1470,1,1,0,0.0,0
553,flagged,z10080,tile_y896_x1344,10246,1175,1480,1,1,0,0.0,0
553,control,z10080,tile_y896_x1344,10246,1205,1480,1,1,0,0.0,0
555,flagged,z10080,tile_y896_x1344,10286,1143,1433,1,1,1,0.1659,1583264
555,control,z10080,tile_y896_x1344,10286,1173,1433,1,1,0,0.0,0
556,flagged,z10080,tile_y896_x1344,10300,1123,1400,1,1,1,0.1659,1583264
556,control,z10080,tile_y896_x1344,10300,1153,1400,1,1,0,0.0,0
592,flagged,z10080,tile_y896_x896,10266,1326,1190,1,1,0,0.0,0
592,control,z10080,tile_y896_x896,10266,1356,1190,1,1,0,0.0,0
593,flagged,z10080,tile_y896_x896,10279,1078,1209,1,1,1,0.1659,1583264
593,control,z10080,tile_y896_x896,10279,1108,1209,1,1,0,0.0,0
594,flagged,z10080,tile_y896_x896,10281,1298,1121,1,1,0,0.0,0
594,control,z10080,tile_y896_x896,10281,1328,1121,1,1,0,0.0,0
596,flagged,z10080,tile_y896_x896,10293,1133,1107,1,1,1,0.0594,567059
596,control,z10080,tile_y896_x896,10293,1163,1107,1,1,0,0.0,0
713,flagged,z10304,tile_y1792_x1344,10383,2094,1565,1,1,0,0.0,0
713,control,z10304,tile_y1792_x1344,10383,2124,1565,1,1,0,0.0,0
714,flagged,z10304,tile_y1792_x1344,10393,2051,1743,1,1,0,0.0,0
714,control,z10304,tile_y1792_x1344,10393,2081,1743,1,1,0,0.0,0
719,flagged,z10304,tile_y1792_x1344,10459,2137,1603,1,1,0,0.0,0
719,control,z10304,tile_y1792_x1344,10459,2167,1603,1,1,0,0.0,0
728,flagged,z10304,tile_y1792_x1792,10386,2104,1950,2,1,0,0.0,0
728,control,z10304,tile_y1792_x1792,10386,2134,1950,2,1,0,0.0,0
731,flagged,z10304,tile_y1792_x1792,10391,2066,1879,2,1,0,0.0,0
731,control,z10304,tile_y1792_x1792,10391,2096,1879,2,1,0,0.0,0
740,flagged,z10304,tile_y1792_x1792,10422,2165,1863,2,1,0,0.0,0
740,control,z10304,tile_y1792_x1792,10422,2195,1863,2,1,1,0.3101,2986409
747,flagged,z10304,tile_y1792_x1792,10446,2124,1844,2,1,1,0.3101,2986409
747,control,z10304,tile_y1792_x1792,10446,2154,1844,2,1,0,0.0,0
749,flagged,z10304,tile_y1792_x1792,10449,2080,1906,2,1,1,0.3101,2986409
749,control,z10304,tile_y1792_x1792,10449,2110,1906,2,1,0,0.0,0
751,flagged,z10304,tile_y1792_x1792,10456,2099,1885,2,1,1,0.3101,2986409
751,control,z10304,tile_y1792_x1792,10456,2129,1885,2,1,0,0.0,0
753,flagged,z10304,tile_y1792_x1792,10462,2235,1826,2,1,1,0.3101,2986409
753,control,z10304,tile_y1792_x1792,10462,2265,1826,2,1,0,0.0,0
757,flagged,z10304,tile_y1792_x1792,10475,2075,1918,2,1,1,0.3101,2986409
757,control,z10304,tile_y1792_x1792,10475,2105,1918,2,1,0,0.0,0
758,flagged,z10304,tile_y1792_x1792,10475,2153,1985,2,1,0,0.0,0
758,control,z10304,tile_y1792_x1792,10475,2183,1985,2,1,0,0.0,0
760,flagged,z10304,tile_y1792_x1792,10480,2133,1869,2,1,1,0.3101,2986409
760,control,z10304,tile_y1792_x1792,10480,2163,1869,2,1,0,0.0,0
802,flagged,z10304,tile_y2240_x1344,10392,2338,1626,1,1,1,0.3101,2986409
802,control,z10304,tile_y2240_x1344,10392,2368,1626,1,1,0,0.0,0
803,flagged,z10304,tile_y2240_x1344,10464,2379,1705,1,1,0,0.0,0
803,control,z10304,tile_y2240_x1344,10464,2409,1705,1,1,0,0.0,0
804,flagged,z10304,tile_y2240_x1344,10470,2372,1631,1,1,1,0.3101,2986409
804,control,z10304,tile_y2240_x1344,10470,2402,1631,1,1,0,0.0,0
805,flagged,z10304,tile_y2240_x1344,10483,2309,1811,1,1,1,0.3101,2986409
805,control,z10304,tile_y2240_x1344,10483,2339,1811,1,1,0,0.0,0
812,flagged,z10304,tile_y2240_x1792,10424,2339,2023,1,1,1,0.0365,351179
812,control,z10304,tile_y2240_x1792,10424,2369,2023,1,1,1,0.0365,351179
815,flagged,z10304,tile_y2240_x1792,10454,2272,1891,1,1,1,0.3101,2986409
815,control,z10304,tile_y2240_x1792,10454,2302,1891,1,1,1,0.3101,2986409
1552,flagged,z1120,tile_y1344_x1792,1303,1453,2230,2,1,0,0.0,0
1552,control,z1120,tile_y1344_x1792,1303,1483,2230,2,1,0,0.0,0
1556,flagged,z1120,tile_y1344_x1792,1311,1380,2253,2,1,0,0.0,0
1556,control,z1120,tile_y1344_x1792,1311,1410,2253,2,1,0,0.0,0
1561,flagged,z1120,tile_y1344_x1792,1328,1389,2146,2,1,1,0.0395,344043
1561,control,z1120,tile_y1344_x1792,1328,1419,2146,2,1,0,0.0,0
1966,flagged,z1120,tile_y896_x1792,1291,1262,2080,1,1,1,0.1593,1387123
1966,control,z1120,tile_y896_x1792,1291,1292,2080,1,1,1,0.1593,1387123
1967,flagged,z1120,tile_y896_x1792,1293,1235,2132,1,1,1,0.1593,1387123
1967,control,z1120,tile_y896_x1792,1293,1265,2132,1,1,0,0.0,0
1968,flagged,z1120,tile_y896_x1792,1295,1258,2072,1,1,1,0.1593,1387123
1968,control,z1120,tile_y896_x1792,1295,1288,2072,1,1,1,0.1593,1387123
1969,flagged,z1120,tile_y896_x1792,1298,1228,2072,1,1,1,0.1593,1387123
1969,control,z1120,tile_y896_x1792,1298,1258,2072,1,1,1,0.1593,1387123
1970,flagged,z1120,tile_y896_x1792,1302,1295,2063,1,1,1,0.1593,1387123
1970,control,z1120,tile_y896_x1792,1302,1325,2063,1,1,0,0.0,0
1971,flagged,z1120,tile_y896_x1792,1306,1180,2117,1,1,1,0.1593,1387123
1971,control,z1120,tile_y896_x1792,1306,1210,2117,1,1,0,0.0,0
1977,flagged,z1120,tile_y896_x2240,1296,1277,2375,1,1,0,0.0,0
1977,control,z1120,tile_y896_x2240,1296,1307,2375,1,1,0,0.0,0
1978,flagged,z1120,tile_y896_x2240,1307,1316,2368,1,1,0,0.0,0
1978,control,z1120,tile_y896_x2240,1307,1346,2368,1,1,0,0.0,0
1979,flagged,z1120,tile_y896_x2240,1329,1271,2317,1,1,1,0.1593,1387123
1979,control,z1120,tile_y896_x2240,1329,1301,2317,1,1,0,0.0,0
1980,flagged,z1120,tile_y896_x2240,1334,1238,2389,1,1,1,0.1629,1418414
1980,control,z1120,tile_y896_x2240,1334,1268,2389,1,1,0,0.0,0
1981,flagged,z1120,tile_y896_x2240,1339,1235,2500,1,1,1,0.1629,1418414
1981,control,z1120,tile_y896_x2240,1339,1265,2500,1,1,0,0.0,0
2113,flagged,z1344,tile_y1344_x1792,1386,1425,2197,2,1,0,0.0,0
2113,control,z1344,tile_y1344_x1792,1386,1455,2197,2,1,0,0.0,0
2190,flagged,z1344,tile_y1344_x2240,1396,1493,2284,1,1,0,0.0,0
2190,control,z1344,tile_y1344_x2240,1396,1523,2284,1,1,0,0.0,0
2571,flagged,z1344,tile_y896_x1792,1389,1330,2076,1,1,0,0.0,0
2571,control,z1344,tile_y896_x1792,1389,1360,2076,1,1,0,0.0,0
2572,flagged,z1344,tile_y896_x1792,1405,1153,2186,1,1,0,0.0,0
2572,control,z1344,tile_y896_x1792,1405,1183,2186,1,1,0,0.0,0
2578,flagged,z1344,tile_y896_x2240,1389,1154,2353,1,1,0,0.0,0
2578,control,z1344,tile_y896_x2240,1389,1184,2353,1,1,0,0.0,0
1612,flagged,z1120,tile_y1344_x448,1297,1454,711,2,1,0,0.0,0
1612,control,z1120,tile_y1344_x448,1297,1484,711,2,1,0,0.0,0
1614,flagged,z1120,tile_y1344_x448,1316,1499,899,1,1,0,0.0,0
1614,control,z1120,tile_y1344_x448,1316,1529,899,1,1,0,0.0,0
1617,flagged,z1120,tile_y1344_x448,1323,1395,826,2,1,0,0.0,0
1617,control,z1120,tile_y1344_x448,1323,1425,826,2,1,0,0.0,0
1619,flagged,z1120,tile_y1344_x448,1328,1421,754,2,1,1,0.0886,390390
1619,control,z1120,tile_y1344_x448,1328,1451,754,2,1,0,0.0,0
1621,flagged,z1120,tile_y1344_x448,1331,1523,760,1,1,0,0.0,0
1621,control,z1120,tile_y1344_x448,1331,1553,760,1,0,0,0.0,0
1624,flagged,z1120,tile_y1344_x448,1338,1485,755,2,1,0,0.0,0
1624,control,z1120,tile_y1344_x448,1338,1515,755,2,1,0,0.0,0
1678,flagged,z1120,tile_y1344_x896,1310,1524,986,2,1,0,0.0,0
1678,control,z1120,tile_y1344_x896,1310,1554,986,2,0,0,0.0,0
1988,flagged,z1120,tile_y896_x448,1291,1181,913,1,1,1,0.0434,191416
1988,control,z1120,tile_y896_x448,1291,1211,913,1,1,1,0.0434,191416
2200,flagged,z1344,tile_y1344_x448,1384,1501,833,2,1,0,0.0,0
2200,control,z1344,tile_y1344_x448,1384,1531,833,2,1,0,0.0,0
2201,flagged,z1344,tile_y1344_x448,1386,1418,701,1,1,0,0.0,0
2201,control,z1344,tile_y1344_x448,1386,1448,701,1,1,0,0.0,0
2204,flagged,z1344,tile_y1344_x448,1391,1500,777,2,1,0,0.0,0
2204,control,z1344,tile_y1344_x448,1391,1530,777,2,1,0,0.0,0
2205,flagged,z1344,tile_y1344_x448,1393,1386,725,2,1,1,0.0886,390390
2205,control,z1344,tile_y1344_x448,1393,1416,725,2,1,0,0.0,0
2206,flagged,z1344,tile_y1344_x448,1394,1417,655,2,1,0,0.0,0
2206,control,z1344,tile_y1344_x448,1394,1447,655,2,1,0,0.0,0
2207,flagged,z1344,tile_y1344_x448,1394,1479,673,2,1,0,0.0,0
2207,control,z1344,tile_y1344_x448,1394,1509,673,2,1,0,0.0,0
2264,flagged,z1344,tile_y1344_x896,1389,1426,1007,2,1,0,0.0,0
2264,control,z1344,tile_y1344_x896,1389,1456,1007,2,1,0,0.0,0
2265,flagged,z1344,tile_y1344_x896,1389,1427,1015,1,1,0,0.0,0
2265,control,z1344,tile_y1344_x896,1389,1457,1015,1,1,0,0.0,0
2594,flagged,z1344,tile_y896_x896,1377,1232,938,2,1,0,0.0,0
2594,control,z1344,tile_y896_x896,1377,1262,938,2,1,0,0.0,0
2598,flagged,z1344,tile_y896_x896,1386,1236,998,2,1,0,0.0,0
2598,control,z1344,tile_y896_x896,1386,1266,998,2,1,0,0.0,0
2600,flagged,z1344,tile_y896_x896,1391,1212,1017,2,1,0,0.0,0
2600,control,z1344,tile_y896_x896,1391,1242,1017,2,1,0,0.0,0
2711,flagged,z1568,tile_y1344_x1792,1665,1420,2064,2,1,0,0.0,0
2711,control,z1568,tile_y1344_x1792,1665,1450,2064,2,1,0,0.0,0
2718,flagged,z1568,tile_y1344_x1792,1679,1497,2165,2,1,0,0.0,0
2718,control,z1568,tile_y1344_x1792,1679,1527,2165,2,1,0,0.0,0
2741,flagged,z1568,tile_y1344_x1792,1744,1458,2105,2,1,0,0.0,0
2741,control,z1568,tile_y1344_x1792,1744,1488,2105,2,1,0,0.0,0
2742,flagged,z1568,tile_y1344_x1792,1745,1477,2207,2,1,0,0.0,0
2742,control,z1568,tile_y1344_x1792,1745,1507,2207,2,1,0,0.0,0
2743,flagged,z1568,tile_y1344_x1792,1749,1518,2102,2,1,0,0.0,0
2743,control,z1568,tile_y1344_x1792,1749,1548,2102,2,0,0,0.0,0
2744,flagged,z1568,tile_y1344_x1792,1757,1417,2249,2,1,0,0.0,0
2744,control,z1568,tile_y1344_x1792,1757,1447,2249,2,1,0,0.0,0
2746,flagged,z1568,tile_y1344_x1792,1763,1476,2176,2,1,0,0.0,0
2746,control,z1568,tile_y1344_x1792,1763,1506,2176,2,1,0,0.0,0
2748,flagged,z1568,tile_y1344_x1792,1767,1460,2223,1,1,0,0.0,0
2748,control,z1568,tile_y1344_x1792,1767,1490,2223,1,1,0,0.0,0
2751,flagged,z1568,tile_y1344_x1792,1786,1469,2199,2,1,0,0.0,0
2751,control,z1568,tile_y1344_x1792,1786,1499,2199,2,1,0,0.0,0
2752,flagged,z1568,tile_y1344_x1792,1786,1476,2209,2,1,0,0.0,0
2752,control,z1568,tile_y1344_x1792,1786,1506,2209,2,1,0,0.0,0
2753,flagged,z1568,tile_y1344_x1792,1789,1443,2131,2,1,0,0.0,0
2753,control,z1568,tile_y1344_x1792,1789,1473,2131,2,1,0,0.0,0
2755,flagged,z1568,tile_y1344_x1792,1791,1455,2227,2,1,0,0.0,0
2755,control,z1568,tile_y1344_x1792,1791,1485,2227,2,1,0,0.0,0
3037,flagged,z1568,tile_y896_x1792,1682,1045,2146,1,1,1,0.1141,931142
3037,control,z1568,tile_y896_x1792,1682,1075,2146,1,1,0,0.0,0
3041,flagged,z1568,tile_y896_x1792,1777,1090,2130,1,1,0,0.0,0
3041,control,z1568,tile_y896_x1792,1777,1120,2130,1,1,0,0.0,0
3051,flagged,z1568,tile_y896_x2240,1671,1173,2483,1,1,0,0.0,0
3051,control,z1568,tile_y896_x2240,1671,1203,2483,1,1,0,0.0,0
3052,flagged,z1568,tile_y896_x2240,1683,1189,2423,1,1,0,0.0,0
3052,control,z1568,tile_y896_x2240,1683,1219,2423,1,1,0,0.0,0
3053,flagged,z1568,tile_y896_x2240,1725,1282,2485,1,1,0,0.0,0
3053,control,z1568,tile_y896_x2240,1725,1312,2485,1,1,0,0.0,0
3054,flagged,z1568,tile_y896_x2240,1732,1029,2290,1,1,1,0.1141,931142
3054,control,z1568,tile_y896_x2240,1732,1059,2290,1,1,0,0.0,0
3055,flagged,z1568,tile_y896_x2240,1788,1316,2342,1,1,0,0.0,0
3055,control,z1568,tile_y896_x2240,1788,1346,2342,1,1,0,0.0,0
4277,flagged,z2464,tile_y1344_x0,2546,1676,457,1,1,0,0.0,0
4277,control,z2464,tile_y1344_x0,2546,1706,457,1,1,0,0.0,0
4278,flagged,z2464,tile_y1344_x0,2554,1722,417,1,1,1,0.2007,445008
4278,control,z2464,tile_y1344_x0,2554,1752,417,1,1,0,0.0,0
4359,flagged,z2464,tile_y1792_x0,2497,1898,371,2,1,1,0.1835,406996
4359,control,z2464,tile_y1792_x0,2497,1928,371,2,1,0,0.0,0
4360,flagged,z2464,tile_y1792_x0,2505,1920,385,2,1,1,0.1835,406996
4360,control,z2464,tile_y1792_x0,2505,1950,385,2,1,1,0.1835,406996
4362,flagged,z2464,tile_y1792_x0,2506,1872,372,2,1,1,0.1835,406996
4362,control,z2464,tile_y1792_x0,2506,1902,372,2,1,1,0.1835,406996
4363,flagged,z2464,tile_y1792_x0,2507,2038,402,2,1,1,0.1835,406996
4363,control,z2464,tile_y1792_x0,2507,2068,402,2,0,0,0.0,0
4364,flagged,z2464,tile_y1792_x0,2511,1902,359,2,1,1,0.1835,406996
4364,control,z2464,tile_y1792_x0,2511,1932,359,2,1,1,0.1835,406996
4365,flagged,z2464,tile_y1792_x0,2512,1829,466,2,1,0,0.0,0
4365,control,z2464,tile_y1792_x0,2512,1859,466,2,1,0,0.0,0
4366,flagged,z2464,tile_y1792_x0,2521,1941,408,2,1,1,0.1835,406996
4366,control,z2464,tile_y1792_x0,2521,1971,408,2,1,0,0.0,0
4367,flagged,z2464,tile_y1792_x0,2522,1861,403,2,1,1,0.1835,406996
4367,control,z2464,tile_y1792_x0,2522,1891,403,2,1,0,0.0,0
4368,flagged,z2464,tile_y1792_x0,2522,2026,442,2,1,0,0.0,0
4368,control,z2464,tile_y1792_x0,2522,2056,442,2,0,0,0.0,0
4369,flagged,z2464,tile_y1792_x0,2529,1997,468,2,1,0,0.0,0
4369,control,z2464,tile_y1792_x0,2529,2027,468,2,1,0,0.0,0
4371,flagged,z2464,tile_y1792_x0,2534,2000,386,1,1,1,0.1835,406996
4371,control,z2464,tile_y1792_x0,2534,2030,386,1,1,0,0.0,0
4372,flagged,z2464,tile_y1792_x0,2539,1991,394,2,1,1,0.1835,406996
4372,control,z2464,tile_y1792_x0,2539,2021,394,2,1,0,0.0,0
4373,flagged,z2464,tile_y1792_x0,2545,1926,384,1,1,1,0.1835,406996
4373,control,z2464,tile_y1792_x0,2545,1956,384,1,1,1,0.1835,406996
4374,flagged,z2464,tile_y1792_x0,2548,2014,433,2,1,0,0.0,0
4374,control,z2464,tile_y1792_x0,2548,2044,433,2,1,0,0.0,0
4375,flagged,z2464,tile_y1792_x0,2548,2042,463,2,1,0,0.0,0
4375,control,z2464,tile_y1792_x0,2548,2072,463,2,0,0,0.0,0
4376,flagged,z2464,tile_y1792_x0,2557,1956,409,2,1,1,0.1835,406996
4376,control,z2464,tile_y1792_x0,2557,1986,409,2,1,1,0.1835,406996
4377,flagged,z2464,tile_y1792_x0,2559,1961,385,2,1,1,0.1835,406996
4377,control,z2464,tile_y1792_x0,2559,1991,385,2,1,0,0.0,0
4861,flagged,z2688,tile_y1792_x1344,2722,2130,1571,2,1,0,0.0,0
4861,control,z2688,tile_y1792_x1344,2722,2160,1571,2,1,0,0.0,0
4862,flagged,z2688,tile_y1792_x1344,2730,2200,1747,2,1,0,0.0,0
4862,control,z2688,tile_y1792_x1344,2730,2230,1747,2,1,0,0.0,0
4865,flagged,z2688,tile_y1792_x1344,2748,2099,1747,2,1,0,0.0,0
4865,control,z2688,tile_y1792_x1344,2748,2129,1747,2,1,0,0.0,0
4867,flagged,z2688,tile_y1792_x1344,2755,2243,1805,2,1,0,0.0,0
4867,control,z2688,tile_y1792_x1344,2755,2273,1805,2,1,0,0.0,0
4869,flagged,z2688,tile_y1792_x1344,2764,2106,1578,2,1,0,0.0,0
4869,control,z2688,tile_y1792_x1344,2764,2136,1578,2,1,0,0.0,0
4873,flagged,z2688,tile_y1792_x1344,2769,2100,1618,2,1,0,0.0,0
4873,control,z2688,tile_y1792_x1344,2769,2130,1618,2,1,0,0.0,0
4877,flagged,z2688,tile_y1792_x1344,2771,2129,1623,2,1,0,0.0,0
4877,control,z2688,tile_y1792_x1344,2771,2159,1623,2,1,0,0.0,0
4878,flagged,z2688,tile_y1792_x1344,2772,2257,1785,2,1,0,0.0,0
4878,control,z2688,tile_y1792_x1344,2772,2287,1785,2,1,0,0.0,0
4879,flagged,z2688,tile_y1792_x1344,2773,2204,1746,2,1,0,0.0,0
4879,control,z2688,tile_y1792_x1344,2773,2234,1746,2,1,0,0.0,0
4886,flagged,z2688,tile_y1792_x1344,2794,2234,1817,2,1,0,0.0,0
4886,control,z2688,tile_y1792_x1344,2794,2264,1817,2,1,0,0.0,0
4927,flagged,z2688,tile_y1792_x1792,2726,2177,1895,2,1,0,0.0,0
4927,control,z2688,tile_y1792_x1792,2726,2207,1895,2,1,0,0.0,0
4930,flagged,z2688,tile_y1792_x1792,2741,2245,1996,2,1,0,0.0,0
4930,control,z2688,tile_y1792_x1792,2741,2275,1996,2,1,0,0.0,0
4931,flagged,z2688,tile_y1792_x1792,2743,2149,2024,2,1,0,0.0,0
4931,control,z2688,tile_y1792_x1792,2743,2179,2024,2,1,0,0.0,0
4942,flagged,z2688,tile_y1792_x1792,2779,2169,1990,2,1,0,0.0,0
4942,control,z2688,tile_y1792_x1792,2779,2199,1990,2,1,0,0.0,0
4945,flagged,z2688,tile_y1792_x1792,2807,2217,1975,2,1,0,0.0,0
4945,control,z2688,tile_y1792_x1792,2807,2247,1975,2,1,0,0.0,0
5045,flagged,z2688,tile_y2240_x1344,2783,2288,1740,1,1,0,0.0,0
5045,control,z2688,tile_y2240_x1344,2783,2318,1740,1,1,0,0.0,0
5046,flagged,z2688,tile_y2240_x1344,2786,2553,1584,1,1,0,0.0,0
5046,control,z2688,tile_y2240_x1344,2786,2583,1584,1,0,0,0.0,0
5052,flagged,z2688,tile_y2240_x1792,2734,2287,1899,1,1,0,0.0,0
5052,control,z2688,tile_y2240_x1792,2734,2317,1899,1,1,0,0.0,0
5053,flagged,z2688,tile_y2240_x1792,2761,2280,2006,1,1,0,0.0,0
5053,control,z2688,tile_y2240_x1792,2761,2310,2006,1,1,0,0.0,0
5566,flagged,z3136,tile_y1344_x2240,3359,1588,2365,2,1,0,0.0,0
5566,control,z3136,tile_y1344_x2240,3359,1618,2365,2,1,0,0.0,0
5914,flagged,z3136,tile_y1792_x2240,3330,1994,2478,2,1,0,0.0,0
5914,control,z3136,tile_y1792_x2240,3330,2024,2478,2,1,0,0.0,0
5915,flagged,z3136,tile_y1792_x2240,3331,1877,2285,2,1,0,0.0,0
5915,control,z3136,tile_y1792_x2240,3331,1907,2285,2,1,0,0.0,0
5917,flagged,z3136,tile_y1792_x2240,3334,2022,2430,1,1,0,0.0,0
5917,control,z3136,tile_y1792_x2240,3334,2052,2430,1,0,0,0.0,0
5919,flagged,z3136,tile_y1792_x2240,3338,1946,2350,2,1,1,0.508,5188320
5919,control,z3136,tile_y1792_x2240,3338,1976,2350,2,1,0,0.0,0
5921,flagged,z3136,tile_y1792_x2240,3346,1944,2364,1,1,1,0.508,5188320
5921,control,z3136,tile_y1792_x2240,3346,1974,2364,1,1,1,0.508,5188320
5922,flagged,z3136,tile_y1792_x2240,3348,1950,2559,2,1,0,0.0,0
5922,control,z3136,tile_y1792_x2240,3348,1980,2559,2,1,0,0.0,0
5923,flagged,z3136,tile_y1792_x2240,3349,1908,2395,2,1,1,0.508,5188320
5923,control,z3136,tile_y1792_x2240,3349,1938,2395,2,1,0,0.0,0
5924,flagged,z3136,tile_y1792_x2240,3350,1883,2533,2,1,1,0.0717,732018
5924,control,z3136,tile_y1792_x2240,3350,1913,2533,2,1,1,0.0717,732018
5926,flagged,z3136,tile_y1792_x2240,3352,1884,2334,2,1,1,0.508,5188320
5926,control,z3136,tile_y1792_x2240,3352,1914,2334,2,1,1,0.508,5188320
5927,flagged,z3136,tile_y1792_x2240,3352,2009,2404,2,1,0,0.0,0
5927,control,z3136,tile_y1792_x2240,3352,2039,2404,2,1,0,0.0,0
5930,flagged,z3136,tile_y1792_x2240,3358,1962,2558,1,1,0,0.0,0
5930,control,z3136,tile_y1792_x2240,3358,1992,2558,1,1,0,0.0,0
5931,flagged,z3136,tile_y1792_x2240,3359,1916,2426,2,1,1,0.508,5188320
5931,control,z3136,tile_y1792_x2240,3359,1946,2426,2,1,0,0.0,0
6136,flagged,z3360,tile_y1344_x2240,3424,1687,2278,1,1,1,0.508,5188320
6136,control,z3360,tile_y1344_x2240,3424,1717,2278,1,1,0,0.0,0
6137,flagged,z3360,tile_y1344_x2240,3443,1556,2380,1,1,0,0.0,0
6137,control,z3360,tile_y1344_x2240,3443,1586,2380,1,1,0,0.0,0
6246,flagged,z3360,tile_y1792_x1792,3409,1892,2132,2,1,1,0.508,5188320
6246,control,z3360,tile_y1792_x1792,3409,1922,2132,2,1,0,0.0,0
6250,flagged,z3360,tile_y1792_x1792,3430,1830,2201,1,1,1,0.508,5188320
6250,control,z3360,tile_y1792_x1792,3430,1860,2201,1,1,0,0.0,0
6306,flagged,z3360,tile_y1792_x2240,3399,1944,2393,1,1,0,0.0,0
6306,control,z3360,tile_y1792_x2240,3399,1974,2393,1,1,0,0.0,0
6308,flagged,z3360,tile_y1792_x2240,3440,1863,2446,1,1,1,0.0717,732018
6308,control,z3360,tile_y1792_x2240,3440,1893,2446,1,1,0,0.0,0
7162,flagged,z3808,tile_y1792_x1792,3978,1976,2226,2,1,0,0.0,0
7162,control,z3808,tile_y1792_x1792,3978,2006,2226,2,1,0,0.0,0
7165,flagged,z3808,tile_y1792_x1792,3988,1991,2214,2,1,0,0.0,0
7165,control,z3808,tile_y1792_x1792,3988,2021,2214,2,1,0,0.0,0
7170,flagged,z3808,tile_y1792_x1792,4000,2017,2197,2,1,1,0.055,479733
7170,control,z3808,tile_y1792_x1792,4000,2047,2197,2,1,0,0.0,0
7173,flagged,z3808,tile_y1792_x1792,4003,1866,2093,1,1,0,0.0,0
7173,control,z3808,tile_y1792_x1792,4003,1896,2093,1,1,0,0.0,0
7179,flagged,z3808,tile_y1792_x1792,4007,1927,2080,2,1,1,0.055,479733
7179,control,z3808,tile_y1792_x1792,4007,1957,2080,2,1,0,0.0,0
7184,flagged,z3808,tile_y1792_x1792,4014,2042,2078,2,1,1,0.055,479733
7184,control,z3808,tile_y1792_x1792,4014,2072,2078,2,0,0,0.0,0
7186,flagged,z3808,tile_y1792_x1792,4018,1993,2094,2,1,1,0.055,479733
7186,control,z3808,tile_y1792_x1792,4018,2023,2094,2,1,1,0.055,479733
7253,flagged,z3808,tile_y1792_x2240,3996,1957,2426,2,1,1,0.0447,390208
7253,control,z3808,tile_y1792_x2240,3996,1987,2426,2,1,0,0.0,0
7254,flagged,z3808,tile_y1792_x2240,4005,1926,2384,2,1,1,0.0447,390208
7254,control,z3808,tile_y1792_x2240,4005,1956,2384,2,1,0,0.0,0
7261,flagged,z3808,tile_y1792_x2240,4023,1944,2398,2,1,1,0.0447,390208
7261,control,z3808,tile_y1792_x2240,4023,1974,2398,2,1,1,0.0447,390208
7262,flagged,z3808,tile_y1792_x2240,4024,1914,2329,2,1,0,0.0,0
7262,control,z3808,tile_y1792_x2240,4024,1944,2329,2,1,0,0.0,0
7373,flagged,z4032,tile_y1344_x2240,4094,1541,2469,1,1,0,0.0,0
7373,control,z4032,tile_y1344_x2240,4094,1571,2469,1,1,0,0.0,0
7556,flagged,z4032,tile_y1792_x1792,4068,1914,2219,2,1,0,0.0,0
7556,control,z4032,tile_y1792_x1792,4068,1944,2219,2,1,0,0.0,0
7559,flagged,z4032,tile_y1792_x1792,4072,2038,2209,2,1,0,0.0,0
7559,control,z4032,tile_y1792_x1792,4072,2068,2209,2,0,0,0.0,0
7567,flagged,z4032,tile_y1792_x1792,4084,1972,2052,2,1,0,0.0,0
7567,control,z4032,tile_y1792_x1792,4084,2002,2052,2,1,0,0.0,0
7568,flagged,z4032,tile_y1792_x1792,4087,1824,2188,2,1,0,0.0,0
7568,control,z4032,tile_y1792_x1792,4087,1854,2188,2,1,0,0.0,0
7636,flagged,z4032,tile_y1792_x2240,4073,1997,2425,2,1,0,0.0,0
7636,control,z4032,tile_y1792_x2240,4073,2027,2425,2,1,0,0.0,0
7639,flagged,z4032,tile_y1792_x2240,4085,2043,2428,2,1,0,0.0,0
7639,control,z4032,tile_y1792_x2240,4085,2073,2428,2,0,0,0.0,0
7641,flagged,z4032,tile_y1792_x2240,4092,1843,2319,2,1,0,0.0,0
7641,control,z4032,tile_y1792_x2240,4092,1873,2319,2,1,1,0.0447,390208
7272,flagged,z3808,tile_y1792_x448,4009,2214,768,1,1,1,0.3212,1301787
7272,control,z3808,tile_y1792_x448,4009,2244,768,1,1,1,0.3212,1301787
7273,flagged,z3808,tile_y1792_x448,4021,2238,752,1,1,1,0.3212,1301787
7273,control,z3808,tile_y1792_x448,4021,2268,752,1,1,0,0.0,0
7318,flagged,z3808,tile_y2240_x448,3995,2309,869,1,1,0,0.0,0
7318,control,z3808,tile_y2240_x448,3995,2339,869,1,1,1,0.3212,1301787
7319,flagged,z3808,tile_y2240_x448,4029,2308,912,1,1,0,0.0,0
7319,control,z3808,tile_y2240_x448,4029,2338,912,1,1,0,0.0,0
7320,flagged,z3808,tile_y2240_x448,4030,2283,905,1,1,1,0.3212,1301787
7320,control,z3808,tile_y2240_x448,4030,2313,905,1,1,0,0.0,0
7700,flagged,z4032,tile_y1792_x448,4065,2064,905,2,1,0,0.0,0
7700,control,z4032,tile_y1792_x448,4065,2094,905,2,1,0,0.0,0
7701,flagged,z4032,tile_y1792_x448,4067,2230,776,2,1,1,0.3212,1301787
7701,control,z4032,tile_y1792_x448,4067,2260,776,2,1,0,0.0,0
7702,flagged,z4032,tile_y1792_x448,4069,2061,798,2,1,0,0.0,0
