slab,tile,gz,gy,gx,lz,ly,lx,orig_id,assigned_A,assigned_B,thickness_ratio,confidence,tier,decision,scorable,predicted_agreement,mass_context
z3360,tile_y2240_x896,3416,2343,1001,56,103,105,193,19,185,5.6,0.154,3,SPLIT,1,0.1817,0.8596
z3360,tile_y2240_x896,3417,2314,1310,57,74,414,173,149,144,2.4,0.647,3,SPLIT,0,,
z3360,tile_y2240_x896,3417,2352,984,57,112,88,19,193,205,4.4,0.759,3,SPLIT,1,0.33,0.9136
z3360,tile_y2240_x896,3426,2381,1338,66,141,442,199,208,91,2.2,0.353,3,SPLIT,1,0.1532,0.8484
z3360,tile_y2240_x896,3427,2419,1033,67,179,137,169,253,273,1.8,0.122,3,SPLIT,1,0.077,0.776
z3360,tile_y2240_x896,3433,2305,950,73,65,54,165,268,19,3.4,0.485,3,SPLIT,1,0.1079,0.7791
z3360,tile_y2240_x896,3437,2374,951,77,134,55,211,222,219,7.0,0.229,3,SPLIT,1,0.0695,0.7722
z3360,tile_y2240_x896,3442,2275,949,82,35,53,246,268,265,3.4,0.264,3,SPLIT,1,0.0728,0.6677
z3360,tile_y2240_x896,3458,2378,959,98,138,63,243,327,275,2.6,0.548,3,SPLIT,1,0.1192,0.7566
z3360,tile_y2240_x896,3458,2444,994,98,204,98,253,285,47,5.2,0.462,3,SPLIT,1,0.1664,0.7494
z3360,tile_y2240_x896,3470,2439,1154,110,199,258,364,455,312,5.4,0.885,3,SPLIT,1,0.0991,0.6582
z3360,tile_y2240_x896,3472,2462,989,112,222,93,285,294,253,2.2,0.544,3,SPLIT,1,0.1039,0.7885
z3360,tile_y2240_x896,3473,2409,934,113,169,38,275,294,219,2.4,0.411,3,SPLIT,1,0.1003,0.8348
z3360,tile_y2240_x896,3497,2286,1347,137,46,451,292,345,237,2.0,0.541,3,SPLIT,1,0.0866,0.7569
z3360,tile_y2240_x896,3499,2321,1359,139,81,463,269,280,297,2.2,0.352,3,SPLIT,1,0.1203,0.8029
z3360,tile_y2240_x896,3504,2365,968,144,125,72,217,19,193,1.8,0.276,3,SPLIT,0,,
z3360,tile_y2240_x896,3517,2456,1176,157,216,280,313,377,430,1.8,0.687,3,SPLIT,1,0.0488,0.7117
z3360,tile_y2240_x896,3518,2464,1081,158,224,185,368,384,332,5.0,0.36,3,SPLIT,1,0.1624,0.8495
z3360,tile_y2240_x896,3527,2433,1051,167,193,155,375,392,397,2.0,0.415,3,SPLIT,1,0.057,0.6959
z3360,tile_y2240_x896,3528,2505,1171,168,265,275,340,155,343,1.8,0.627,3,SPLIT,1,0.4249,0.8814
z3360,tile_y2240_x896,3547,2408,970,187,168,74,294,488,352,3.6,0.446,3,SPLIT,1,0.6468,0.9915
z3360,tile_y2240_x896,3553,2571,1324,193,331,428,523,355,408,2.6,0.37,3,SPLIT,1,0.0817,0.7939
z3360,tile_y2240_x896,3554,2417,957,194,177,61,294,489,352,8.2,0.154,3,SPLIT,1,0.6297,0.9962
z3360,tile_y2240_x896,3566,2440,1259,206,200,363,495,500,417,2.0,0.854,3,SPLIT,0,,
z3360,tile_y2240_x896,3570,2294,1311,210,54,415,394,410,411,1.8,0.557,3,SPLIT,0,,
z3360,tile_y2240_x896,3577,2281,952,217,41,56,401,397,466,2.0,0.324,3,SPLIT,1,0.0493,0.6977
z3360,tile_y2688_x1344,3421,2798,1748,61,110,404,139,113,110,2.83,0.446,3,SPLIT,0,,
z3360,tile_y2688_x1344,3424,2736,1724,64,48,380,51,55,14,1.83,0.438,3,SPLIT,0,,
z3360,tile_y2688_x1344,3441,2741,1757,81,53,413,14,51,114,1.83,0.537,3,SPLIT,1,0.7303,0.9738
z3360,tile_y2688_x1344,3445,2791,1781,85,103,437,92,104,88,1.83,0.368,3,SPLIT,0,,
z3360,tile_y2688_x1344,3457,2775,1776,97,87,432,62,7,73,1.67,0.279,3,SPLIT,1,0.1098,0.9047
z3360,tile_y2688_x1344,3488,2771,1758,128,83,414,89,87,68,2.0,0.347,3,SPLIT,1,0.279,0.9882
z3360,tile_y2688_x1344,3508,2747,1760,148,59,416,119,114,123,1.83,0.379,3,SPLIT,0,,
z3360,tile_y2688_x1344,3539,2747,1756,179,59,412,119,114,123,1.83,0.418,3,SPLIT,0,,
z3360,tile_y2688_x1344,3561,2777,1711,201,89,367,85,186,145,1.67,0.402,3,SPLIT,0,,
z3360,tile_y2688_x1792,3421,2794,1830,61,106,38,20,180,108,1.8,0.737,3,SPLIT,1,0.4064,1.0112
z3360,tile_y2688_x1792,3423,2800,1853,63,112,61,90,191,20,1.8,0.457,3,SPLIT,1,0.8005,1.0471
z3360,tile_y2688_x1792,3433,2863,2004,73,175,212,184,194,158,2.4,0.478,3,SPLIT,0,,
z3360,tile_y2688_x1792,3472,2872,2033,112,184,241,194,96,235,2.6,0.351,3,SPLIT,0,,
z3360,tile_y2688_x1792,3486,2832,2113,126,144,321,213,302,222,1.8,0.395,3,SPLIT,1,0.7856,0.9819
z3360,tile_y2688_x1792,3513,2830,2197,153,142,405,240,393,237,2.2,0.182,3,SPLIT,1,0.3847,1.0222
z3360,tile_y2688_x1792,3524,2742,2182,164,54,390,468,7,423,2.2,0.348,3,SPLIT,1,0.3955,0.9444
z3360,tile_y2688_x1792,3530,2836,1979,170,148,187,246,243,420,1.8,0.799,3,SPLIT,1,0.7989,1.0513
z3360,tile_y2688_x1792,3536,2752,2166,176,64,374,461,346,463,2.0,0.477,3,SPLIT,0,,
z3360,tile_y2688_x1792,3542,2811,1878,182,123,86,447,242,191,2.8,0.532,3,SPLIT,1,0.6465,0.972
z3360,tile_y2688_x1792,3543,2822,2161,183,134,369,379,432,429,1.8,0.402,3,SPLIT,1,0.6797,1.0443
z3360,tile_y2688_x1792,3547,2766,2231,187,78,439,438,376,520,2.6,0.493,3,SPLIT,0,,
z3360,tile_y2688_x1792,3568,2817,1889,208,129,97,505,447,556,7.2,0.207,3,SPLIT,0,,
z3360,tile_y2688_x1792,3576,2782,2266,216,94,474,484,485,457,2.6,0.405,3,SPLIT,0,,
z3360,tile_y2688_x2240,3393,2767,2355,33,79,115,34,26,31,1.8,0.393,3,SPLIT,1,0.0889,0.7791
z3360,tile_y2688_x2240,3402,2815,2465,42,127,225,176,282,32,3.8,0.57,3,SPLIT,1,0.0675,0.7422
z3360,tile_y2688_x2240,3463,2844,2317,103,156,77,54,59,53,4.6,0.212,3,SPLIT,1,0.412,0.9375
z3360,tile_y2688_x2240,3489,2796,2495,129,108,255,289,292,324,1.8,0.539,3,SPLIT,0,,
z3360,tile_y2688_x2240,3504,2720,2561,144,32,321,50,70,147,4.2,0.41,3,SPLIT,1,0.0301,0.7665
z3360,tile_y2688_x2240,3506,2727,2305,146,39,65,110,49,3,4.2,0.544,3,SPLIT,1,0.5902,0.9834
z3360,tile_y2688_x2240,3536,2795,2416,176,107,176,141,156,170,1.8,0.268,3,SPLIT,1,0.1003,0.8389
z3360,tile_y2688_x2240,3545,2829,2376,185,141,136,154,130,171,2.8,0.438,3,SPLIT,1,0.4124,1.0159
z3360,tile_y2688_x2240,3547,2855,2366,187,167,126,124,143,117,1.8,0.4,3,SPLIT,1,0.3443,1.0672
z3360,tile_y2688_x2240,3556,2811,2487,196,123,247,301,324,206,2.0,0.428,3,SPLIT,0,,
z3360,tile_y2688_x2240,3559,2794,2356,199,106,116,247,93,180,5.0,0.106,3,SPLIT,0,,
z3360,tile_y2688_x2240,3570,2830,2385,210,142,145,171,199,154,2.6,0.459,3,SPLIT,1,0.4523,0.9478
z3360,tile_y896_x1344,3392,1332,1556,32,436,212,520,83,553,2.2,0.237,3,SPLIT,1,0.8894,1.198
z3360,tile_y896_x1344,3393,1351,1528,33,455,184,520,542,521,1.9,0.368,3,SPLIT,1,0.8906,1.1206
z3360,tile_y896_x1344,3421,1292,1776,61,396,432,635,621,99,2.8,0.454,3,SPLIT,1,0.8048,1.0449
z3360,tile_y896_x1344,3447,1308,1818,87,412,474,702,119,770,2.0,0.565,3,SPLIT,1,0.9267,1.1135
z3360,tile_y896_x1344,3449,1370,1584,89,474,240,773,681,737,2.6,0.515,3,SPLIT,1,0.8713,1.0437
z3360,tile_y896_x1344,3453,1335,1637,93,439,293,716,847,757,2.6,0.491,3,SPLIT,1,0.9011,1.1508
z3360,tile_y896_x1344,3470,1353,1579,110,457,235,773,857,766,2.6,0.321,3,SPLIT,1,0.945,1.2425
z3360,tile_y896_x1344,3491,1229,1751,131,333,407,122,166,200,4.6,0.492,3,SPLIT,1,0.202,0.8338
z3360,tile_y896_x1344,3491,1293,1713,131,397,369,181,161,154,2.6,0.352,3,SPLIT,1,0.1901,0.8372
z3360,tile_y896_x1344,3499,1312,1792,139,416,448,929,911,899,2.6,0.266,3,SPLIT,1,0.2172,0.8491
z3360,tile_y896_x1344,3499,1318,1536,139,422,192,981,943,1011,2.1,0.389,3,SPLIT,1,0.9052,1.1253
z3360,tile_y896_x1344,3506,1271,1794,146,375,450,855,851,1038,2.6,0.402,3,SPLIT,1,0.0925,0.8119
z3360,tile_y896_x1344,3511,1335,1726,151,439,382,1027,1013,1065,2.6,0.483,3,SPLIT,1,0.2234,0.8365
z3360,tile_y896_x1344,3521,1328,1679,161,432,335,1093,1012,1013,2.0,0.429,3,SPLIT,1,0.1916,0.8323
z3360,tile_y896_x1344,3526,1372,1800,166,476,456,1122,1120,1054,2.3,0.504,3,SPLIT,1,0.6024,0.9135
z3360,tile_y896_x1344,3529,1326,1643,169,430,299,238,237,1109,1.7,0.255,3,SPLIT,1,0.1055,0.8193
z3360,tile_y896_x1344,3535,1320,1647,175,424,303,237,238,966,2.8,0.299,3,SPLIT,1,0.3204,0.794
z3360,tile_y896_x1344,3545,1309,1451,185,413,107,1182,1226,1241,3.0,0.263,3,SPLIT,1,0.9428,1.3109
z3360,tile_y896_x1344,3548,1325,1613,188,429,269,286,275,238,1.8,0.17,3,SPLIT,1,0.1252,0.7625
z3360,tile_y896_x1344,3552,1296,1491,192,400,147,1240,1245,1125,2.6,0.535,3,SPLIT,1,0.9201,1.0811
z3360,tile_y896_x1344,3559,1280,1595,199,384,251,1189,1229,1196,2.8,0.631,3,SPLIT,1,0.6405,0.9993
z3360,tile_y896_x1344,3559,1348,1520,199,452,176,1236,1096,302,2.6,0.242,3,SPLIT,0,,
z3360,tile_y896_x1344,3561,1356,1380,201,460,36,1219,1285,1134,2.1,0.524,3,SPLIT,1,0.9241,1.2078
z3360,tile_y896_x1344,3571,1361,1416,211,465,72,333,1281,1217,1.8,0.167,3,SPLIT,1,0.5359,1.0949
z3360,tile_y896_x1344,3572,1343,1475,212,447,131,1309,1216,1276,2.6,0.282,3,SPLIT,1,0.7909,1.0799
z3360,tile_y896_x1344,3583,1283,1466,223,387,122,1328,1245,1337,3.0,0.201,3,SPLIT,1,0.4977,0.953
z3360,tile_y896_x1344,3583,1339,1452,223,443,108,1309,1289,1319,2.6,0.334,3,SPLIT,1,0.813,0.9971
z3360,tile_y896_x1792,3409,1280,1911,49,384,119,602,594,636,2.56,0.655,3,SPLIT,1,0.3773,0.863
z3360,tile_y896_x1792,3409,1373,2059,49,477,267,623,47,589,1.89,0.288,3,SPLIT,1,0.2979,0.9116
z3360,tile_y896_x1792,3417,1281,1855,57,385,63,1,80,37,2.78,0.263,3,SPLIT,1,0.45,0.9368
z3360,tile_y896_x1792,3427,1323,1966,67,427,174,99,17,77,3.56,0.337,3,SPLIT,0,,
z3360,tile_y896_x1792,3429,1244,1926,69,348,134,733,698,669,1.67,0.523,3,SPLIT,0,,
z3360,tile_y896_x1792,3430,1353,2086,70,457,294,725,671,819,1.78,0.287,3,SPLIT,1,0.7214,1.0134
z3360,tile_y896_x1792,3432,1284,2022,72,388,230,819,622,637,1.78,0.564,3,SPLIT,1,0.8452,1.0448
z3360,tile_y896_x1792,3433,1245,1970,73,349,178,733,709,768,4.11,0.22,3,SPLIT,1,0.8767,1.1931
z3360,tile_y896_x1792,3433,1352,1859,73,456,67,621,675,659,1.67,0.555,3,SPLIT,1,0.2574,0.7888
z3360,tile_y896_x1792,3433,1370,2074,73,474,282,725,703,676,1.67,0.578,3,SPLIT,1,0.4788,0.8898
z3360,tile_y896_x1792,3447,1321,1985,87,425,193,112,99,131,1.89,0.34,3,SPLIT,1,0.3519,0.8738
z3360,tile_y896_x1792,3451,1333,1936,91,437,144,99,134,118,2.11,0.463,3,SPLIT,1,0.0785,0.7464
z3360,tile_y896_x1792,3453,1284,2034,93,388,242,819,665,97,2.89,0.362,3,SPLIT,1,0.5712,0.9209
z3360,tile_y896_x1792,3456,1194,1960,96,298,168,141,731,697,3.22,0.392,3,SPLIT,1,0.106,0.8072
z3360,tile_y896_x1792,3457,1236,1987,97,340,195,752,738,709,3.33,0.354,3,SPLIT,1,0.6994,1.0432
z3360,tile_y896_x1792,3460,1238,2008,100,342,216,737,714,738,1.78,0.321,3,SPLIT,1,0.7974,0.9881
z3360,tile_y896_x1792,3461,1250,1937,101,354,145,766,713,733,3.11,0.648,3,SPLIT,1,0.8488,1.0119
z3360,tile_y896_x1792,3464,1314,1936,104,418,144,133,733,99,3.44,0.277,3,SPLIT,1,0.1034,0.819
z3360,tile_y896_x1792,3469,1285,1892,109,389,100,791,848,774,2.89,0.398,3,SPLIT,1,0.8153,1.0013
z3360,tile_y896_x1792,3471,1286,2066,111,390,274,819,692,838,1.89,0.251,3,SPLIT,1,0.5922,0.9904
z3360,tile_y896_x1792,3474,1252,2041,114,356,249,819,714,893,3.11,0.366,3,SPLIT,1,0.7578,0.9885
z3360,tile_y896_x1792,3480,1217,1953,120,321,161,1009,697,799,2.56,0.119,3,SPLIT,1,0.385,0.9997
z3360,tile_y896_x1792,3483,1280,1974,123,384,182,845,897,861,3.44,0.387,3,SPLIT,1,0.56,0.9471
z3360,tile_y896_x1792,3484,1346,2020,124,450,228,1031,162,1065,2.89,0.255,3,SPLIT,1,0.6384,0.972
z3360,tile_y896_x1792,3489,1245,1908,129,349,116,202,172,207,3.33,0.245,3,SPLIT,1,0.157,0.8516
z3360,tile_y896_x1792,3490,1308,1893,130,412,101,863,925,832,2.33,0.603,3,SPLIT,1,0.7109,0.9439
z3360,tile_y896_x1792,3490,1325,2085,130,429,293,212,823,819,1.78,0.103,3,SPLIT,1,0.1321,0.8438
z3360,tile_y896_x1792,3491,1346,1980,131,450,188,1031,868,927,2.89,0.502,3,SPLIT,1,0.8412,1.0275
z3360,tile_y896_x1792,3492,1330,2121,132,434,329,823,946,819,2.89,0.421,3,SPLIT,1,0.1559,0.8468
z3360,tile_y896_x1792,3492,1355,2048,132,459,256,1031,1065,176,1.89,0.471,3,SPLIT,1,0.3449,0.8816
z3360,tile_y896_x1792,3497,1283,2073,137,387,281,933,819,998,3.33,0.482,3,SPLIT,1,0.785,1.0133
z3360,tile_y896_x1792,3499,1254,2001,139,358,209,229,954,948,1.89,0.377,3,SPLIT,1,0.655,0.9509
z3360,tile_y896_x1792,3500,1246,1948,140,350,156,897,976,199,2.89,0.373,3,SPLIT,1,0.2969,0.8623
z3360,tile_y896_x1792,3500,1285,1940,140,389,148,269,915,147,2.0,0.243,3,SPLIT,0,,
z3360,tile_y896_x1792,3501,1359,2131,141,463,339,240,239,946,1.89,0.173,3,SPLIT,1,0.1788,0.8712
z3360,tile_y896_x1792,3502,1224,1948,142,328,156,1009,245,199,2.33,0.223,3,SPLIT,1,0.2448,0.8955
z3360,tile_y896_x1792,3502,1232,1835,142,336,43,881,970,952,1.78,0.471,3,SPLIT,1,0.8083,0.9678
z3360,tile_y896_x1792,3502,1336,1918,142,440,126,222,213,967,2.11,0.403,3,SPLIT,1,0.5865,0.9379
z3360,tile_y896_x1792,3504,1236,1869,144,340,77,880,928,947,1.67,0.482,3,SPLIT,1,0.8325,0.9453
z3360,tile_y896_x1792,3504,1327,1950,144,431,158,967,1045,1029,1.89,0.351,3,SPLIT,1,0.7622,0.9981
z3360,tile_y896_x1792,3504,1364,1978,144,468,186,1031,1006,927,3.0,0.264,3,SPLIT,1,0.5022,0.9431
z3360,tile_y896_x1792,3506,1284,2072,146,388,280,998,933,990,1.67,0.478,3,SPLIT,1,0.8365,1.0103
z3360,tile_y896_x1792,3506,1317,1858,146,421,66,1058,1011,839,3.33,0.452,3,SPLIT,1,0.6901,0.974
z3360,tile_y896_x1792,3507,1249,2045,147,353,253,847,978,1049,2.89,0.382,3,SPLIT,1,0.8384,0.9721
z3360,tile_y896_x1792,3509,1291,1881,149,395,89,208,863,319,2.67,0.126,3,SPLIT,0,,
z3360,tile_y896_x1792,3513,1299,2117,153,403,325,1059,1083,979,2.22,0.481,3,SPLIT,1,0.4219,0.9002
z3360,tile_y896_x1792,3513,1313,2011,153,417,219,992,1076,1031,3.89,0.234,3,SPLIT,1,0.6067,0.9715
z3360,tile_y896_x1792,3514,1365,2189,154,469,397,973,759,856,2.22,0.268,3,SPLIT,1,0.7334,1.0157
z3360,tile_y896_x1792,3516,1272,1999,156,376,207,259,256,303,2.67,0.276,3,SPLIT,1,0.3888,0.9121
z3360,tile_y896_x1792,3521,1204,1902,161,308,110,221,245,216,3.11,0.283,3,SPLIT,1,0.1339,0.8351
z3360,tile_y896_x1792,3524,1366,1863,164,470,71,315,267,305,2.22,0.125,3,SPLIT,1,0.111,0.836
z3360,tile_y896_x1792,3527,1315,2165,167,419,373,1109,1035,1149,1.67,0.277,3,SPLIT,0,,
z3360,tile_y896_x1792,3534,1246,2081,174,350,289,1103,1041,1114,3.33,0.277,3,SPLIT,1,0.8035,1.0506
z3360,tile_y896_x1792,3534,1369,2239,174,473,447,1117,968,1135,2.89,0.463,3,SPLIT,1,0.9612,1.3024
z3360,tile_y896_x1792,3540,1224,2112,180,328,320,1113,373,1148,3.67,0.404,3,SPLIT,1,0.6766,1.1195
z3360,tile_y896_x1792,3540,1238,1954,180,342,162,357,371,1067,3.33,0.443,3,SPLIT,1,0.1292,0.8316
z3360,tile_y896_x1792,3542,1305,1932,182,409,140,1169,1181,1115,3.11,0.477,3,SPLIT,1,0.7728,1.0126
z3360,tile_y896_x1792,3544,1237,1984,184,341,192,360,352,1080,1.67,0.511,3,SPLIT,1,0.2247,0.8417
z3360,tile_y896_x1792,3545,1317,1874,185,421,82,1104,1209,1170,1.78,0.217,3,SPLIT,1,0.2979,0.8841
z3360,tile_y896_x1792,3546,1284,1951,186,388,159,1181,1214,324,2.89,0.246,3,SPLIT,1,0.1808,0.8494
z3360,tile_y896_x1792,3547,1342,2059,187,446,267,1219,332,261,2.89,0.253,3,SPLIT,1,0.1472,0.8302
z3360,tile_y896_x1792,3548,1332,1884,188,436,92,1170,1209,1095,2.22,0.421,3,SPLIT,1,0.3383,0.8829
z3360,tile_y896_x1792,3549,1354,2111,189,458,319,257,354,261,3.33,0.283,3,SPLIT,1,0.2728,0.8757
z3360,tile_y896_x1792,3551,1368,1962,191,472,170,1173,1258,1195,3.33,0.319,3,SPLIT,1,0.7752,1.0164
z3360,tile_y896_x1792,3554,1322,1848,194,426,56,1208,392,1104,3.56,0.501,3,SPLIT,1,0.1764,0.8247
z3360,tile_y896_x1792,3559,1224,1870,199,328,78,330,420,429,3.33,0.243,3,SPLIT,1,0.0978,0.8057
z3360,tile_y896_x1792,3561,1295,1954,201,399,162,394,421,1187,1.89,0.446,3,SPLIT,1,0.4957,0.9363
z3360,tile_y896_x1792,3564,1323,1954,204,427,162,1187,1178,1277,2.89,0.397,3,SPLIT,1,0.7765,1.0494
z3360,tile_y896_x1792,3569,1263,2146,209,367,354,1256,1263,1192,2.89,0.324,3,SPLIT,1,0.921,1.2089
z3360,tile_y896_x1792,3571,1304,1865,211,408,73,397,323,415,1.67,0.264,3,SPLIT,1,0.0701,0.8179
z3360,tile_y896_x1792,3572,1232,2101,212,336,309,1261,1186,1246,2.44,0.452,3,SPLIT,1,0.893,1.1489
z3360,tile_y896_x1792,3572,1371,1886,212,475,94,413,402,305,2.33,0.236,3,SPLIT,1,0.1494,0.8511
z3360,tile_y896_x1792,3575,1359,2266,215,463,474,403,506,432,3.11,0.271,3,SPLIT,1,0.4723,0.9833
z3360,tile_y896_x1792,3580,1372,1860,220,476,68,305,402,343,4.56,0.219,3,SPLIT,1,0.3211,0.8963
z3360,tile_y896_x1792,3581,1301,1945,221,405,153,1305,1187,391,2.56,0.207,3,SPLIT,1,0.239,0.8869
z3360,tile_y896_x2240,3565,1375,2290,205,479,50,20,17,28,3.73,0.145,3,SPLIT,0,,
z3360,tile_y896_x2240,3568,1364,2276,208,468,36,24,17,20,2.73,0.607,3,SPLIT,1,0.5931,0.9473
z3360,tile_y896_x896,3399,1332,1311,39,436,415,28,29,23,2.22,0.304,3,SPLIT,0,,
z3360,tile_y896_x896,3400,1325,1335,40,429,439,23,28,1,1.67,0.469,3,SPLIT,0,,
z3360,tile_y896_x896,3580,1320,1375,220,424,479,116,52,127,2.44,0.46,3,SPLIT,1,0.7105,1.0327
z3584,tile_y1344_x1344,3627,1436,1713,43,92,369,2591,2167,2480,1.75,0.368,3,SPLIT,1,0.7979,0.9698
z3584,tile_y1344_x1344,3629,1713,1673,45,369,329,2549,2368,2241,2.75,0.23,3,SPLIT,1,0.8671,1.0688
z3584,tile_y1344_x1344,3629,1773,1690,45,429,346,491,418,547,1.67,0.255,3,SPLIT,1,0.079,0.7279
z3584,tile_y1344_x1344,3631,1465,1454,47,121,110,227,567,568,3.33,0.23,3,SPLIT,1,0.1604,0.8435
z3584,tile_y1344_x1344,3633,1821,1510,49,477,166,2403,2619,2158,1.92,0.455,3,SPLIT,1,0.796,1.0185
z3584,tile_y1344_x1344,3639,1672,1665,55,328,321,2489,2224,2601,2.67,0.428,3,SPLIT,1,0.8956,1.0959
z3584,tile_y1344_x1344,3641,1601,1724,57,257,380,305,395,2485,2.42,0.405,3,SPLIT,1,0.3444,0.863
z3584,tile_y1344_x1344,3643,1729,1473,59,385,129,2258,2340,2632,1.92,0.455,3,SPLIT,1,0.9302,1.0859
z3584,tile_y1344_x1344,3647,1722,1598,63,378,254,2542,2791,2531,2.17,0.698,3,SPLIT,1,0.9444,1.078
z3584,tile_y1344_x1344,3650,1430,1556,66,86,212,24,326,798,2.0,0.224,3,SPLIT,1,0.1315,0.8295
z3584,tile_y1344_x1344,3651,1574,1431,67,230,87,2585,2671,3285,1.83,0.345,3,SPLIT,1,0.8681,1.0442
z3584,tile_y1344_x1344,3654,1527,1639,70,183,295,2591,2742,2469,2.17,0.186,3,SPLIT,1,0.8587,1.0799
z3584,tile_y1344_x1344,3672,1383,1380,88,39,36,2509,2774,2795,2.17,0.35,3,SPLIT,1,0.8938,1.1045
z3584,tile_y1344_x1344,3674,1688,1758,90,344,414,752,695,894,3.17,0.264,3,SPLIT,1,0.1159,0.7047
z3584,tile_y1344_x1344,3679,1780,1541,95,436,197,2915,2855,2813,2.0,0.634,3,SPLIT,1,0.7173,0.9261
z3584,tile_y1344_x1344,3680,1746,1724,96,402,380,671,895,946,2.5,0.486,3,SPLIT,1,0.0841,0.6894
z3584,tile_y1344_x1344,3681,1460,1637,97,116,293,733,683,706,1.67,0.14,3,SPLIT,1,0.2724,0.8677
z3584,tile_y1344_x1344,3685,1710,1528,101,366,184,3025,3069,3058,2.5,0.49,3,SPLIT,1,0.6685,0.9311
z3584,tile_y1344_x1344,3686,1492,1578,102,148,234,844,840,734,2.42,0.542,3,SPLIT,1,0.383,0.8648
z3584,tile_y1344_x1344,3687,1683,1640,103,339,296,3428,2791,3300,2.17,0.23,3,SPLIT,1,0.8077,1.012
z3584,tile_y1344_x1344,3702,1661,1679,118,317,335,945,3057,936,2.17,0.376,3,SPLIT,1,0.3962,0.8673
z3584,tile_y1344_x1344,3707,1662,1583,123,318,239,2932,3531,976,2.33,0.138,3,SPLIT,1,0.8685,1.113
z3584,tile_y1344_x1344,3711,1770,1467,127,426,123,3271,3059,3551,2.08,0.422,3,SPLIT,1,0.894,1.089
z3584,tile_y1344_x1344,3713,1687,1556,129,343,212,2932,1030,3058,2.0,0.206,3,SPLIT,0,,
z3584,tile_y1344_x1344,3719,1798,1792,135,454,448,1042,3593,3736,1.67,0.517,3,SPLIT,1,0.2683,0.8339
z3584,tile_y1344_x1344,3720,1642,1481,136,298,137,3462,3483,3757,2.33,0.542,3,SPLIT,1,0.653,0.9553
z3584,tile_y1344_x1344,3721,1516,1390,137,172,46,3699,3353,3324,1.67,0.252,3,SPLIT,1,0.8025,0.9826
z3584,tile_y1344_x1344,3722,1746,1571,138,402,227,3272,3394,3720,3.0,0.187,3,SPLIT,1,0.8699,1.1079
z3584,tile_y1344_x1344,3723,1750,1728,139,406,384,818,671,1032,1.92,0.161,3,SPLIT,1,0.0677,0.7161
z3584,tile_y1344_x1344,3724,1817,1656,140,473,312,1130,1009,995,1.92,0.166,3,SPLIT,1,0.1423,0.8236
z3584,tile_y1344_x1344,3725,1427,1414,141,83,70,4283,3738,3679,1.67,0.35,3,SPLIT,1,0.9449,1.0932
z3584,tile_y1344_x1344,3727,1402,1457,143,58,113,3568,3707,3453,2.25,0.401,3,SPLIT,1,0.6704,0.9764
z3584,tile_y1344_x1344,3737,1674,1569,153,330,225,3637,1122,3561,2.5,0.356,3,SPLIT,1,0.8077,0.965
z3584,tile_y1344_x1344,3741,1564,1663,157,220,319,4035,3714,3606,2.42,0.334,3,SPLIT,1,0.7819,1.0077
z3584,tile_y1344_x1344,3742,1550,1614,158,206,270,3671,3480,3907,2.08,0.274,3,SPLIT,1,0.8897,1.0677
z3584,tile_y1344_x1344,3743,1537,1698,159,193,354,3825,3837,3890,2.33,0.452,3,SPLIT,1,0.6155,0.9348
z3584,tile_y1344_x1344,3747,1730,1658,163,386,314,3549,4115,3581,3.42,0.266,3,SPLIT,1,0.3115,0.8741
z3584,tile_y1344_x1344,3749,1717,1798,165,373,454,3950,3759,3938,2.17,0.382,3,SPLIT,1,0.8584,1.0018
z3584,tile_y1344_x1344,3750,1794,1517,166,450,173,4363,3833,3641,2.08,0.274,3,SPLIT,1,0.7306,1.0114
z3584,tile_y1344_x1344,3757,1802,1380,173,458,36,4092,4152,3796,2.17,0.441,3,SPLIT,1,0.4853,0.8817
z3584,tile_y1344_x1344,3759,1549,1518,175,205,174,4058,3963,4025,1.83,0.254,3,SPLIT,0,,
z3584,tile_y1344_x1344,3760,1557,1697,176,213,353,4357,1287,4203,2.17,0.14,3,SPLIT,0,,
z3584,tile_y1344_x1344,3763,1426,1480,179,82,136,4136,4181,3914,2.25,0.439,3,SPLIT,1,0.8449,1.0093
z3584,tile_y1344_x1344,3770,1534,1594,186,190,250,1339,1358,3801,2.17,0.317,3,SPLIT,1,0.7458,0.9433
z3584,tile_y1344_x1344,3771,1495,1478,187,151,134,1320,4386,4022,2.33,0.288,3,SPLIT,1,0.9078,1.0944
z3584,tile_y1344_x1344,3775,1493,1574,191,149,230,1339,1464,1319,1.75,0.134,3,SPLIT,1,0.3663,0.8941
z3584,tile_y1344_x1344,3776,1710,1458,192,366,114,4363,4279,4393,3.58,0.322,3,SPLIT,1,0.8471,1.0179
z3584,tile_y1344_x1344,3781,1653,1822,197,309,478,4096,4161,4059,1.92,0.463,3,SPLIT,0,,
z3584,tile_y1344_x1344,3784,1622,1669,200,278,325,4373,4597,4559,2.17,0.509,3,SPLIT,1,0.8845,1.0427
z3584,tile_y1344_x1344,3785,1653,1658,201,309,314,4478,4611,4277,2.0,0.271,3,SPLIT,1,0.8358,1.0592
z3584,tile_y1344_x1344,3785,1687,1702,201,343,358,4498,4317,4552,2.17,0.402,3,SPLIT,1,0.8695,1.0437
z3584,tile_y1344_x1344,3787,1656,1509,203,312,165,4417,4292,4664,1.92,0.506,3,SPLIT,0,,
z3584,tile_y1344_x1344,3789,1461,1519,205,117,175,4459,4174,4504,2.42,0.329,3,SPLIT,1,0.9295,1.0638
