slab,tile,gz,gy,gx,lz,ly,lx,orig_id,assigned_A,assigned_B,thickness_ratio,confidence,tier,decision
z4032,tile_y1792_x448,4100,1922,900,68,130,452,148,207,60,2.25,0.146,2,SPLIT
z4032,tile_y1792_x448,4104,2184,823,72,392,375,689,688,712,3.62,0.259,2,SPLIT
z4032,tile_y1792_x448,4105,2119,774,73,327,326,811,139,690,4.62,0.353,1,SPLIT
z4032,tile_y1792_x448,4105,2259,906,73,467,458,195,233,230,2.88,0.163,2,SPLIT
z4032,tile_y1792_x448,4106,2202,793,74,410,345,704,749,703,3.0,0.145,2,SPLIT
z4032,tile_y1792_x448,4109,2134,747,77,342,299,811,203,690,1.75,0.449,2,SPLIT
z4032,tile_y1792_x448,4119,2145,859,87,353,411,170,243,29,2.25,0.304,2,SPLIT
z4032,tile_y1792_x448,4119,2182,773,87,390,325,728,741,719,3.5,0.576,2,SPLIT
z4032,tile_y1792_x448,4119,2206,837,87,414,389,734,689,713,1.88,0.67,2,SPLIT
z4032,tile_y1792_x448,4129,2179,815,97,387,367,743,689,721,2.38,0.458,2,SPLIT
z4032,tile_y1792_x448,4132,2217,913,100,425,465,237,785,236,4.75,0.152,2,SPLIT
z4032,tile_y1792_x448,4135,2172,760,103,380,312,727,811,722,2.62,0.339,2,SPLIT
z4032,tile_y1792_x448,4135,2188,892,103,396,444,762,245,769,3.25,0.689,2,SPLIT
z4032,tile_y1792_x448,4141,2193,886,109,401,438,769,752,822,3.25,0.52,2,SPLIT
z4032,tile_y1792_x448,4145,2099,797,113,307,349,311,415,303,1.62,0.789,2,SPLIT
z4032,tile_y1792_x448,4146,2187,708,114,395,260,277,1051,760,3.38,0.426,2,SPLIT
z4032,tile_y1792_x448,4147,2157,832,115,365,384,283,761,297,2.0,0.31,2,SPLIT
z4032,tile_y1792_x448,4153,2173,868,121,381,420,784,828,822,2.0,0.513,2,SPLIT
z4032,tile_y1792_x448,4153,2200,747,121,408,299,1051,798,780,2.12,0.765,2,SPLIT
z4032,tile_y1792_x448,4154,2218,770,122,426,322,1051,787,780,3.5,0.647,2,SPLIT
z4032,tile_y1792_x448,4154,2220,702,122,428,254,1051,791,799,3.25,0.476,2,SPLIT
z4032,tile_y1792_x448,4158,2194,851,126,402,403,813,810,752,4.38,0.456,1,SPLIT
z4032,tile_y1792_x448,4159,2174,865,127,382,417,828,784,793,2.0,0.336,2,SPLIT
z4032,tile_y1792_x448,4159,2204,796,127,412,348,780,835,805,2.38,0.449,2,SPLIT
z4032,tile_y1792_x448,4160,2200,812,128,408,364,780,783,805,4.0,0.42,1,SPLIT
z4032,tile_y1792_x448,4164,2148,877,132,356,429,266,367,176,2.0,0.33,2,SPLIT
z4032,tile_y1792_x448,4165,2180,703,133,388,255,1051,277,834,2.38,0.147,2,SPLIT
z4032,tile_y1792_x448,4166,2137,836,134,345,388,335,868,297,1.88,0.135,2,SPLIT
z4032,tile_y1792_x448,4166,2195,806,134,403,358,783,842,835,4.75,0.332,2,SPLIT
z4032,tile_y1792_x448,4167,2188,840,135,396,392,842,810,822,3.25,0.357,2,SPLIT
z4032,tile_y1792_x448,4168,2048,834,136,256,386,355,390,377,2.38,0.195,2,SPLIT
z4032,tile_y1792_x448,4169,2144,791,137,352,343,341,335,337,1.88,0.385,2,SPLIT
z4032,tile_y1792_x448,4170,2256,743,138,464,295,1051,779,882,5.75,0.203,1,SPLIT
z4032,tile_y1792_x448,4173,2217,900,141,425,452,832,843,817,3.25,0.579,2,SPLIT
z4032,tile_y1792_x448,4181,2223,872,149,431,424,872,855,904,1.62,0.258,2,SPLIT
z4032,tile_y1792_x448,4185,2218,837,153,426,389,362,897,816,2.12,0.225,2,SPLIT
z4032,tile_y1792_x448,4187,2232,817,155,440,369,362,408,343,1.62,0.429,2,SPLIT
z4032,tile_y1792_x448,4189,2011,841,157,219,393,351,278,282,1.62,0.235,2,SPLIT
z4032,tile_y1792_x448,4189,2192,788,157,400,340,374,383,382,3.25,0.119,2,SPLIT
z4032,tile_y1792_x448,4212,2065,811,180,273,363,390,282,461,3.12,0.577,2,SPLIT
z4032,tile_y1792_x448,4212,2193,864,180,401,416,936,890,910,2.12,0.427,2,SPLIT
z4032,tile_y1792_x448,4213,2197,777,181,405,329,374,910,472,4.25,0.232,2,SPLIT
z4032,tile_y1792_x448,4217,2170,770,185,378,322,472,382,436,2.12,0.394,2,SPLIT
z4032,tile_y1792_x448,4227,2229,902,195,437,454,937,1014,965,2.38,0.191,2,SPLIT
z4032,tile_y1792_x448,4228,2171,858,196,379,410,980,1001,1019,2.0,0.537,2,SPLIT
z4032,tile_y1792_x448,4234,2144,910,202,352,462,995,1023,477,2.25,0.506,2,SPLIT
z4032,tile_y1792_x448,4235,2212,842,203,420,394,1020,985,525,3.5,0.385,2,SPLIT
z4032,tile_y1792_x448,4239,2250,911,207,458,463,1014,973,1040,3.25,0.442,2,SPLIT
z4032,tile_y1792_x448,4240,2167,845,208,375,397,1027,1019,1024,1.62,0.498,2,SPLIT
z4032,tile_y1792_x448,4246,2169,862,214,377,414,1019,1018,1060,3.38,0.208,2,SPLIT
z4032,tile_y1792_x448,4248,2078,898,216,286,450,533,405,534,2.25,0.315,2,SPLIT
z4032,tile_y1792_x448,4249,2224,776,217,432,328,539,567,520,2.0,0.268,2,SPLIT
z4032,tile_y1792_x448,4250,2037,844,218,245,396,549,278,496,2.0,0.171,2,SPLIT
z4032,tile_y1792_x448,4252,2209,802,220,417,354,1028,1050,1013,3.0,0.359,2,SPLIT
z4032,tile_y1792_x448,4252,2225,904,220,433,456,1029,937,579,2.75,0.356,2,SPLIT
z4032,tile_y1792_x896,4064,1899,1183,32,107,287,148,47,319,4.43,0.127,1,SPLIT
z4032,tile_y1792_x896,4067,1865,1123,35,73,227,1705,1759,268,2.57,0.409,2,SPLIT
z4032,tile_y1792_x896,4068,1983,1375,36,191,479,252,168,1743,2.29,0.289,2,SPLIT
z4032,tile_y1792_x896,4080,1857,1179,48,65,283,1881,1850,2022,2.29,0.352,2,SPLIT
z4032,tile_y1792_x896,4080,2092,957,48,300,61,181,229,470,3.0,0.282,2,SPLIT
z4032,tile_y1792_x896,4082,1852,1135,50,60,239,2022,1934,1705,4.57,0.284,1,SPLIT
z4032,tile_y1792_x896,4083,1969,1139,51,177,243,1860,1887,1837,2.71,0.504,2,SPLIT
z4032,tile_y1792_x896,4086,1850,1326,54,58,430,4,374,307,3.71,0.199,2,SPLIT
z4032,tile_y1792_x896,4086,1860,1276,54,68,380,1715,2118,1793,4.43,0.356,1,SPLIT
z4032,tile_y1792_x896,4087,1866,1035,55,74,139,349,361,2022,2.14,0.352,2,SPLIT
z4032,tile_y1792_x896,4087,1893,1136,55,101,240,1856,1859,418,4.0,0.502,2,SPLIT
z4032,tile_y1792_x896,4093,1936,1022,61,144,126,404,189,345,4.29,0.251,2,SPLIT
z4032,tile_y1792_x896,4096,1866,1109,64,74,213,1988,1935,2022,2.43,0.431,2,SPLIT
z4032,tile_y1792_x896,4099,1834,1253,67,42,357,1877,1715,1926,2.43,0.358,2,SPLIT
z4032,tile_y1792_x896,4102,1993,1334,70,201,438,367,468,428,3.86,0.27,2,SPLIT
z4032,tile_y1792_x896,4106,1929,966,74,137,70,448,441,351,2.14,0.404,2,SPLIT
z4032,tile_y1792_x896,4111,2264,947,79,472,51,275,455,614,3.29,0.169,2,SPLIT
z4032,tile_y1792_x896,4112,2248,1218,80,456,322,126,434,534,3.0,0.439,2,SPLIT
z4032,tile_y1792_x896,4113,1858,1289,81,66,393,2118,1939,2056,4.0,0.242,2,SPLIT
z4032,tile_y1792_x896,4117,2241,1156,85,449,260,528,433,686,3.0,0.351,2,SPLIT
z4032,tile_y1792_x896,4118,2091,957,86,299,61,470,181,471,3.0,0.581,2,SPLIT
z4032,tile_y1792_x896,4119,1872,1104,87,80,208,2098,2076,1935,2.29,0.516,2,SPLIT
z4032,tile_y1792_x896,4121,2197,1252,89,405,356,518,126,588,3.0,0.416,2,SPLIT
z4032,tile_y1792_x896,4122,1833,1283,90,41,387,2043,2118,1985,3.43,0.38,2,SPLIT
z4032,tile_y1792_x896,4122,1841,1340,90,49,444,1976,1975,2050,2.14,0.152,2,SPLIT
z4032,tile_y1792_x896,4125,1869,1271,93,77,375,2118,1957,2056,5.57,0.36,2,SPLIT
z4032,tile_y1792_x896,4126,1871,1300,94,79,404,2070,2090,2118,2.43,0.597,2,SPLIT
z4032,tile_y1792_x896,4129,1900,1186,97,108,290,652,2034,2017,2.29,0.163,2,SPLIT
z4032,tile_y1792_x896,4131,1875,1343,99,83,447,2001,2093,2028,4.0,0.443,2,SPLIT
z4032,tile_y1792_x896,4131,1932,945,99,140,49,521,837,45,3.29,0.658,2,SPLIT
z4032,tile_y1792_x896,4132,1842,1183,100,50,287,2088,1994,2139,2.57,0.507,2,SPLIT
z4032,tile_y1792_x896,4133,2230,1087,101,438,191,513,546,376,4.14,0.219,2,SPLIT
z4032,tile_y1792_x896,4140,2211,1096,108,419,200,513,677,550,3.14,0.299,2,SPLIT
z4032,tile_y1792_x896,4141,1836,1335,109,44,439,696,1976,721,2.14,0.371,2,SPLIT
z4032,tile_y1792_x896,4141,2069,1208,109,277,312,733,919,763,7.0,0.198,1,SPLIT
z4032,tile_y1792_x896,4143,1871,1141,111,79,245,2067,2045,2008,4.0,0.254,2,SPLIT
z4032,tile_y1792_x896,4147,1891,1244,115,99,348,2154,2118,2169,2.29,0.409,2,SPLIT
z4032,tile_y1792_x896,4150,1887,1220,118,95,324,2130,2158,2153,2.0,0.535,2,SPLIT
z4032,tile_y1792_x896,4159,2073,1057,127,281,161,689,741,706,2.14,0.302,2,SPLIT
z4032,tile_y1792_x896,4161,2193,1281,129,401,385,698,889,845,3.71,0.136,2,SPLIT
z4032,tile_y1792_x896,4168,1870,1155,136,78,259,2184,2143,842,4.0,0.374,2,SPLIT
z4032,tile_y1792_x896,4168,1930,1326,136,138,430,673,672,674,5.57,0.22,2,SPLIT
z4032,tile_y1792_x896,4169,1841,1006,137,49,110,745,731,659,4.0,0.141,2,SPLIT
z4032,tile_y1792_x896,4174,2179,1011,142,387,115,818,569,888,3.0,0.967,2,SPLIT
z4032,tile_y1792_x896,4175,1857,1186,143,65,290,2143,2195,2206,3.86,0.369,2,SPLIT
z4032,tile_y1792_x896,4180,2103,1038,148,311,142,926,684,646,3.57,0.177,2,SPLIT
z4032,tile_y1792_x896,4189,2215,997,157,423,101,275,890,819,2.14,0.18,2,SPLIT
z4032,tile_y1792_x896,4190,1848,1340,158,56,444,2254,2290,2374,2.29,0.37,2,SPLIT
z4032,tile_y1792_x896,4194,1879,986,162,87,90,441,394,950,2.29,0.338,2,SPLIT
z4032,tile_y1792_x896,4197,2143,1218,165,351,322,772,2256,1078,3.71,0.186,2,SPLIT
z4032,tile_y1792_x896,4201,2109,1072,169,317,176,951,995,1066,2.29,0.108,2,SPLIT
z4032,tile_y1792_x896,4201,2127,1130,169,335,234,984,1127,1004,4.29,0.225,1,SPLIT
z4032,tile_y1792_x896,4203,2180,1197,171,388,301,2256,2223,2321,4.43,0.373,2,SPLIT
z4032,tile_y1792_x896,4211,2083,1004,179,291,108,561,1131,1076,2.57,0.247,2,SPLIT
z4032,tile_y1792_x896,4213,1898,1272,181,106,376,1278,1184,703,2.71,0.22,2,SPLIT
z4032,tile_y1792_x896,4215,2193,1175,183,401,279,2256,347,2321,3.71,0.455,2,SPLIT
z4032,tile_y1792_x896,4219,2250,1129,187,458,233,2371,2400,2305,2.86,0.478,2,SPLIT
z4032,tile_y1792_x896,4222,2167,1097,190,375,201,1180,1203,984,3.71,0.295,2,SPLIT
z4032,tile_y1792_x896,4222,2250,960,190,458,64,1111,959,275,2.86,0.375,2,SPLIT
z4032,tile_y1792_x896,4223,1841,960,191,49,64,394,1197,1250,6.14,0.166,2,SPLIT
z4032,tile_y1792_x896,4224,2167,995,192,375,99,959,1158,569,3.71,0.116,2,SPLIT
z4032,tile_y1792_x896,4228,1977,1266,196,185,370,1241,1074,1340,2.71,0.32,2,SPLIT
z4032,tile_y1792_x896,4231,1836,1038,199,44,142,1230,1308,1199,2.29,0.373,2,SPLIT
z4032,tile_y1792_x896,4234,2186,1252,202,394,356,1227,2246,1218,4.0,0.164,2,SPLIT
z4032,tile_y1792_x896,4235,2058,1094,203,266,198,763,1145,1281,3.0,0.124,2,SPLIT
z4032,tile_y1792_x896,4242,1906,1245,210,114,349,1154,1278,1261,2.29,0.19,2,SPLIT
z4032,tile_y1792_x896,4243,2060,1350,211,268,454,1399,1146,1301,5.43,0.396,2,SPLIT
z4032,tile_y1792_x896,4250,1976,1258,218,184,362,1253,1459,1340,4.0,0.278,2,SPLIT
z4032,tile_y1792_x896,4250,2165,1260,218,373,364,2429,1274,2246,3.43,0.551,2,SPLIT
z4032,tile_y1792_x896,4255,2121,1208,223,329,312,2453,1348,1313,3.0,0.647,2,SPLIT
z4032,tile_y2240_x1344,4080,2303,1822,48,63,478,238,49,471,6.67,0.597,1,SPLIT
z4032,tile_y2240_x1344,4101,2605,1427,69,365,83,56,265,193,1.83,0.169,2,SPLIT
z4032,tile_y2240_x1344,4101,2617,1464,69,377,120,56,140,317,2.33,0.356,2,SPLIT
z4032,tile_y2240_x1344,4102,2358,1475,70,118,131,86,176,69,4.67,0.495,2,SPLIT
z4032,tile_y2240_x1344,4119,2370,1543,87,130,199,220,191,185,6.17,0.35,2,SPLIT
z4032,tile_y2240_x1344,4120,2330,1762,88,90,418,209,238,296,2.0,0.302,2,SPLIT
z4032,tile_y2240_x1344,4120,2574,1432,88,334,88,135,265,302,3.33,0.24,2,SPLIT
z4032,tile_y2240_x1344,4120,2610,1454,88,370,110,56,317,135,7.33,0.242,1,SPLIT
z4032,tile_y2240_x1344,4122,2467,1771,90,227,427,273,377,339,2.0,0.488,2,SPLIT
z4032,tile_y2240_x1344,4125,2442,1469,93,202,125,172,409,369,2.17,0.525,2,SPLIT
z4032,tile_y2240_x1344,4125,2463,1383,93,223,39,318,348,143,3.0,0.502,2,SPLIT
z4032,tile_y2240_x1344,4126,2460,1745,94,220,401,273,271,162,3.17,0.411,2,SPLIT
z4032,tile_y2240_x1344,4129,2418,1405,97,178,61,244,254,255,6.0,0.375,2,SPLIT
z4032,tile_y2240_x1344,4134,2561,1406,102,321,62,263,47,135,2.67,0.398,2,SPLIT
z4032,tile_y2240_x1344,4142,2639,1434,110,399,90,303,194,56,2.5,0.285,2,SPLIT
z4032,tile_y2240_x1344,4150,2375,1706,118,135,362,346,456,272,4.0,0.217,2,SPLIT
z4032,tile_y2240_x1344,4151,2504,1575,119,264,231,325,382,425,4.0,0.139,2,SPLIT
z4032,tile_y2240_x1344,4153,2346,1424,121,106,80,391,355,434,3.0,0.381,2,SPLIT
z4032,tile_y2240_x1344,4160,2550,1405,128,310,61,47,429,1313,4.67,0.231,1,SPLIT
z4032,tile_y2240_x1344,4164,2338,1420,132,98,76,434,460,391,2.83,0.422,2,SPLIT
z4032,tile_y2240_x1344,4165,2349,1682,133,109,338,272,346,595,4.67,0.58,2,SPLIT
z4032,tile_y2240_x1344,4167,2316,1733,135,76,389,344,407,380,4.67,0.463,2,SPLIT
z4032,tile_y2240_x1344,4169,2421,1396,137,181,52,323,397,415,4.83,0.207,1,SPLIT
z4032,tile_y2240_x1344,4169,2439,1593,137,199,249,322,589,498,2.5,0.759,2,SPLIT
z4032,tile_y2240_x1344,4171,2509,1804,139,269,460,361,432,378,4.67,0.138,2,SPLIT
z4032,tile_y2240_x1344,4173,2343,1644,141,103,300,272,534,423,3.33,0.776,2,SPLIT
z4032,tile_y2240_x1344,4175,2542,1513,143,302,169,484,246,450,2.0,0.384,2,SPLIT
z4032,tile_y2240_x1344,4177,2368,1384,145,128,40,439,481,424,2.5,0.207,2,SPLIT
z4032,tile_y2240_x1344,4180,2302,1727,148,62,383,344,183,407,1.83,0.347,2,SPLIT
z4032,tile_y2240_x1344,4180,2371,1654,148,131,310,272,322,467,2.67,0.209,2,SPLIT
z4032,tile_y2240_x1344,4183,2274,1389,151,34,45,523,513,502,2.33,0.205,2,SPLIT
z4032,tile_y2240_x1344,4183,2414,1648,151,174,304,322,623,506,3.33,0.245,2,SPLIT
z4032,tile_y2240_x1344,4184,2283,1730,152,43,386,183,283,571,2.0,0.336,2,SPLIT
z4032,tile_y2240_x1344,4184,2339,1433,152,99,89,355,596,375,2.17,0.393,2,SPLIT
z4032,tile_y2240_x1344,4189,2453,1596,157,213,252,589,498,322,2.0,0.42,2,SPLIT
z4032,tile_y2240_x1344,4191,2427,1607,159,187,263,322,730,321,2.5,0.206,2,SPLIT
z4032,tile_y2240_x1344,4191,2634,1416,159,394,72,56,542,690,2.33,0.531,2,SPLIT
z4032,tile_y2240_x1344,4193,2660,1532,161,420,188,556,706,749,5.0,0.208,2,SPLIT
z4032,tile_y2240_x1344,4198,2335,1558,166,95,214,622,548,597,4.83,0.575,2,SPLIT
z4032,tile_y2240_x1344,4198,2553,1412,166,313,68,1313,583,1368,4.17,0.288,2,SPLIT
z4032,tile_y2240_x1344,4199,2294,1637,167,54,293,632,662,989,2.67,0.283,2,SPLIT
z4032,tile_y2240_x1344,4200,2339,1525,168,99,181,735,486,713,4.0,0.285,2,SPLIT
z4032,tile_y2240_x1344,4202,2291,1744,170,51,400,571,737,183,3.33,0.404,2,SPLIT
z4032,tile_y2240_x1344,4204,2622,1507,172,382,163,399,725,675,4.33,0.17,2,SPLIT
z4032,tile_y2240_x1344,4206,2405,1751,174,165,407,599,634,493,5.67,0.338,1,SPLIT
z4032,tile_y2240_x1344,4206,2656,1808,174,416,464,495,660,755,3.5,0.181,2,SPLIT
z4032,tile_y2240_x1344,4210,2316,1566,178,76,222,711,622,756,2.17,0.564,2,SPLIT
z4032,tile_y2240_x1344,4211,2376,1800,179,136,456,580,663,728,6.0,0.159,1,SPLIT
z4032,tile_y2240_x1344,4214,2534,1674,182,294,330,659,964,1355,7.17,0.495,2,SPLIT
z4032,tile_y2240_x1344,4216,2627,1478,184,387,134,1359,841,1361,2.67,0.468,2,SPLIT
z4032,tile_y2240_x1344,4219,2690,1614,187,450,270,842,726,682,3.33,0.284,2,SPLIT
z4032,tile_y2240_x1344,4221,2325,1555,189,85,211,824,735,756,3.0,0.374,2,SPLIT
z4032,tile_y2240_x1344,4222,2442,1620,190,202,276,854,772,796,2.0,0.315,2,SPLIT
z4032,tile_y2240_x1344,4223,2356,1706,191,116,362,866,595,781,2.17,0.483,2,SPLIT
z4032,tile_y2240_x1344,4224,2396,1754,192,156,410,599,493,788,3.5,0.337,2,SPLIT
z4032,tile_y2240_x1344,4225,2328,1460,193,88,116,525,931,375,5.33,0.367,2,SPLIT
z4032,tile_y2240_x1344,4227,2380,1615,195,140,271,743,623,782,2.33,0.427,2,SPLIT
z4032,tile_y2240_x1344,4227,2578,1766,195,338,422,1413,1436,1378,2.5,0.446,2,SPLIT
z4032,tile_y2240_x1344,4235,2571,1472,203,331,128,1646,1379,1519,2.5,0.318,2,SPLIT
z4032,tile_y2240_x1344,4239,2604,1771,207,364,427,1559,1586,1414,2.5,0.416,2,SPLIT
z4032,tile_y2240_x1344,4244,2671,1569,212,431,225,619,900,801,2.17,0.101,2,SPLIT
z4032,tile_y2240_x1344,4245,2527,1529,213,287,185,1527,1466,1440,6.33,0.443,2,SPLIT
z4032,tile_y2240_x1344,4245,2629,1790,213,389,446,1508,1423,1586,4.83,0.221,1,SPLIT
z4032,tile_y2240_x1344,4245,2639,1700,213,399,356,912,960,1025,3.5,0.178,2,SPLIT
z4032,tile_y2240_x1344,4246,2343,1572,214,103,228,709,735,999,4.67,0.261,2,SPLIT
z4032,tile_y2240_x1344,4247,2336,1430,215,96,86,355,931,1027,3.67,0.147,2,SPLIT
z4032,tile_y2240_x1344,4248,2547,1440,216,307,96,1646,1548,1528,2.67,0.212,2,SPLIT
z4032,tile_y2240_x1344,4249,2432,1657,217,192,313,1024,1055,623,6.5,0.434,1,SPLIT
z4032,tile_y2240_x1344,4250,2561,1699,218,321,355,895,1085,1032,2.5,0.35,2,SPLIT
z4032,tile_y2240_x1344,4251,2466,1799,219,226,455,922,361,757,3.17,0.37,2,SPLIT
z4032,tile_y2240_x1344,4254,2663,1716,222,423,372,981,1025,927,3.17,0.408,2,SPLIT
z4032,tile_y2240_x1792,4065,2456,1912,33,216,120,297,190,142,2.91,0.2,1,SPLIT
z4032,tile_y2240_x1792,4069,2501,2226,37,261,434,1927,1881,1967,2.82,0.443,1,SPLIT
z4032,tile_y2240_x1792,4073,2591,2015,41,351,223,301,239,317,2.91,0.101,1,SPLIT
z4032,tile_y2240_x1792,4075,2658,2069,43,418,277,157,263,410,3.09,0.287,1,SPLIT
z4032,tile_y2240_x1792,4099,2284,1953,67,44,161,2157,2309,2188,3.45,0.133,1,SPLIT
z4032,tile_y2240_x1792,4104,2431,2007,72,191,215,2141,2200,2299,3.0,0.338,1,SPLIT
z4032,tile_y2240_x1792,4113,2377,1972,81,137,180,2319,690,2375,2.91,0.364,1,SPLIT
z4032,tile_y2240_x1792,4116,2600,2172,84,360,380,2479,2324,2291,3.45,0.159,1,SPLIT
z4032,tile_y2240_x1792,4169,2419,1867,137,179,75,2759,2956,2724,2.82,0.114,1,SPLIT
z4032,tile_y2240_x1792,4202,2472,2046,170,232,254,3220,3250,3433,4.0,0.399,1,SPLIT
z4032,tile_y2240_x1792,4205,2523,1910,173,283,118,3283,3194,3461,3.0,0.391,1,SPLIT
z4032,tile_y2240_x1792,4209,2643,1968,177,403,176,3318,3236,3429,2.73,0.411,1,SPLIT
z4032,tile_y2240_x1792,4239,2689,1986,207,449,194,1337,1391,3857,3.36,0.245,1,SPLIT
z4032,tile_y2240_x2240,4075,2644,2373,43,404,133,1698,1823,1787,4.0,0.264,1,SPLIT
z4032,tile_y2240_x2240,4100,2376,2632,68,136,392,1827,1863,1839,3.0,0.116,1,SPLIT
z4032,tile_y2240_x2240,4119,2495,2717,87,255,477,512,2130,2154,4.8,0.245,1,SPLIT
z4032,tile_y2240_x2240,4185,2451,2701,153,211,461,2952,2617,2520,3.2,0.413,1,SPLIT
z4032,tile_y2240_x2240,4194,2459,2442,162,219,202,844,2664,973,3.0,0.173,1,SPLIT
z4032,tile_y2240_x2240,4243,2511,2668,211,271,428,3158,3184,3232,3.0,0.519,1,SPLIT
z4032,tile_y2240_x2688,4100,2474,2836,68,234,148,977,584,735,8.17,0.193,1,SPLIT
z4032,tile_y2240_x2688,4199,2328,2809,167,88,121,864,890,891,4.83,0.354,1,SPLIT
z4032,tile_y2240_x2688,4221,2454,2796,189,214,108,977,948,961,5.33,0.277,1,SPLIT
z4032,tile_y2240_x2688,4225,2498,2738,193,258,50,977,972,900,5.67,0.269,1,SPLIT
z4032,tile_y2240_x2688,4241,2477,2742,209,237,54,977,334,989,6.33,0.278,1,SPLIT
z4032,tile_y2240_x3136,4236,2317,3186,204,77,50,96,113,5,2.83,0.31,1,SPLIT
z4032,tile_y2240_x3136,4246,2299,3177,214,59,41,121,151,126,3.17,0.66,1,SPLIT
z4032,tile_y2240_x448,4064,2344,809,32,104,361,469,441,429,3.09,0.474,1,SPLIT
z4032,tile_y2240_x448,4107,2365,815,75,125,367,487,519,505,3.0,0.42,1,SPLIT
z4032,tile_y2240_x448,4111,2383,802,79,143,354,505,498,487,3.18,0.35,1,SPLIT
z4032,tile_y2240_x448,4112,2277,770,80,37,322,513,535,512,2.91,0.37,1,SPLIT
z4032,tile_y2240_x448,4141,2387,921,109,147,473,587,511,560,3.0,0.296,1,SPLIT
z4032,tile_y2240_x448,4161,2370,918,129,130,470,587,588,566,3.64,0.235,1,SPLIT
z4032,tile_y2240_x448,4193,2311,771,161,71,323,578,665,597,3.09,0.44,1,SPLIT
z4032,tile_y2240_x448,4194,2318,722,162,78,274,653,685,697,3.45,0.453,1,SPLIT
z4032,tile_y2240_x448,4230,2313,757,198,73,309,685,881,720,2.91,0.325,1,SPLIT
z4032,tile_y2240_x448,4231,2313,892,199,73,444,695,768,251,3.09,0.448,1,SPLIT
z4032,tile_y2240_x448,4239,2453,888,207,213,440,707,246,755,3.73,0.272,1,SPLIT
z4032,tile_y2240_x896,4072,2332,1049,40,92,153,63,106,132,3.75,0.203,1,SPLIT
z4032,tile_y2240_x896,4102,2378,1031,70,138,135,241,234,319,5.0,0.597,1,SPLIT
z4032,tile_y2240_x896,4147,2490,1244,115,250,348,239,1224,316,3.75,0.294,1,SPLIT
z4032,tile_y2240_x896,4165,2519,1277,133,279,381,1190,506,539,5.0,0.141,1,SPLIT
z4032,tile_y2240_x896,4218,2324,1009,186,84,113,1410,1360,1366,4.25,0.413,1,SPLIT
z4032,tile_y2240_x896,4225,2331,1040,193,91,144,1366,1455,1354,4.12,0.279,1,SPLIT
z4032,tile_y2240_x896,4228,2337,1154,196,97,258,1648,1600,1483,5.38,0.392,1,SPLIT
z4032,tile_y2240_x896,4233,2472,1316,201,232,420,1624,1582,702,3.88,0.231,1,SPLIT
z4032,tile_y2240_x896,4241,2383,1208,209,143,312,1648,1595,1448,4.0,0.464,1,SPLIT
z4032,tile_y2688_x1344,4075,2795,1694,43,107,350,399,350,57,5.14,0.366,1,SPLIT
z4032,tile_y2688_x1344,4145,2779,1709,113,91,365,366,387,361,3.29,0.11,1,SPLIT
z4032,tile_y2688_x1344,4179,2792,1688,147,104,344,391,396,387,4.71,0.158,1,SPLIT
z4032,tile_y2688_x1792,4075,2793,2261,43,105,469,130,610,183,4.14,0.261,1,SPLIT
z4032,tile_y2688_x1792,4160,2803,1991,128,115,199,656,635,643,4.43,0.581,1,SPLIT
z4032,tile_y2688_x1792,4185,2763,1924,153,75,132,417,478,231,4.14,0.347,1,SPLIT
z4032,tile_y2688_x1792,4206,2741,1958,174,53,166,431,468,182,5.14,0.7,1,SPLIT
z4032,tile_y2688_x2240,4079,2741,2373,47,53,133,28,16,31,4.29,0.408,1,SPLIT
z4032,tile_y896_x1344,4068,1340,1749,36,444,405,59,87,13,4.2,0.168,1,SPLIT
z4032,tile_y896_x1344,4090,1342,1787,58,446,443,68,102,13,7.0,0.614,1,SPLIT
z4032,tile_y896_x1344,4099,1306,1401,67,410,57,150,137,125,7.2,0.236,1,SPLIT
z4032,tile_y896_x1792,4100,1300,1979,68,404,187,100,67,109,4.67,0.118,1,SPLIT
z4032,tile_y896_x1792,4181,1354,1884,149,458,92,196,241,161,4.67,0.328,1,SPLIT
z4032,tile_y896_x1792,4205,1336,2184,173,440,392,228,240,247,5.33,0.501,1,SPLIT
z4032,tile_y896_x1792,4210,1362,2110,178,466,318,233,227,261,5.83,0.662,1,SPLIT
z4032,tile_y896_x1792,4218,1330,2137,186,434,345,227,257,247,4.33,0.254,1,SPLIT
z4032,tile_y896_x2240,4110,1375,2350,78,479,110,74,14,71,4.8,0.438,1,SPLIT
z4032,tile_y896_x2240,4233,1368,2336,201,472,96,143,34,144,4.2,0.305,1,SPLIT
z4032,tile_y896_x896,4083,1355,1284,51,459,388,147,158,22,4.0,0.177,1,SPLIT
z4032,tile_y896_x896,4100,1350,1290,68,454,394,160,163,158,3.71,0.319,1,SPLIT
z4032,tile_y896_x896,4110,1319,1356,78,423,460,45,63,19,4.29,0.316,1,SPLIT
z4032,tile_y896_x896,4134,1321,1265,102,425,369,74,178,54,4.14,0.106,1,SPLIT
z4032,tile_y896_x896,4168,1329,1296,136,433,400,88,176,89,4.14,0.624,1,SPLIT
z4032,tile_y896_x896,4188,1336,1272,156,440,376,240,178,216,5.86,0.339,1,SPLIT
z4256,tile_y1344_x1344,4290,1807,1717,34,463,373,1369,1342,1399,4.83,0.605,1,SPLIT
z4256,tile_y1344_x1344,4387,1470,1619,131,126,275,643,558,651,8.17,0.783,1,SPLIT
