population,crop_z,crop_y,crop_x,mega_id,mega_vox,mega_frac,n_flagged_sites,n_tier1_sites,crop_mask_vox,crop_n_megas
site,7296,1536,3072,58,104323,0.0353,0,0,2955837,11
site,7296,2048,512,6,540888,0.1312,4,4,4121373,5
site,7296,2048,512,13,169294,0.0411,0,0,4121373,5
site,7296,2048,512,40,136590,0.0331,0,0,4121373,5
site,7296,2048,512,81,126407,0.0307,0,0,4121373,5
site,7296,2048,512,138,163125,0.0396,0,0,4121373,5
site,7296,2048,1024,11,239218,0.0301,1,0,7945630,2
site,7296,2048,1024,25,1436525,0.1808,17,4,7945630,2
site,7296,2048,1536,15,563359,0.0607,7,0,9287637,3
site,7296,2048,1536,50,369610,0.0398,5,1,9287637,3
site,7296,2048,1536,458,297478,0.032,4,0,9287637,3
site,7296,2048,2560,11,182645,0.031,0,0,5900399,7
site,7296,2048,2560,31,184909,0.0313,0,0,5900399,7
site,7296,2048,2560,36,190445,0.0323,0,0,5900399,7
site,7296,2048,2560,71,213005,0.0361,0,0,5900399,7
site,7296,2048,2560,82,192387,0.0326,0,0,5900399,7
site,7296,2048,2560,90,305752,0.0518,0,0,5900399,7
site,7296,2048,2560,93,185707,0.0315,0,0,5900399,7
site,7296,2560,1536,7,26894,0.0329,0,0,818360,9
site,7296,2560,1536,21,109181,0.1334,0,0,818360,9
site,7296,2560,1536,34,65399,0.0799,0,0,818360,9
site,7296,2560,1536,39,29583,0.0361,0,0,818360,9
site,7296,2560,1536,43,33102,0.0404,0,0,818360,9
site,7296,2560,1536,49,35909,0.0439,0,0,818360,9
site,7296,2560,1536,56,33110,0.0405,0,0,818360,9
site,7296,2560,1536,63,83091,0.1015,0,0,818360,9
site,7296,2560,1536,64,46836,0.0572,0,0,818360,9
site,7424,1536,1024,17,411493,0.0581,0,0,7082156,5
site,7424,1536,1024,58,336684,0.0475,0,0,7082156,5
site,7424,1536,1024,62,311573,0.044,0,0,7082156,5
site,7424,1536,1024,98,289315,0.0409,0,0,7082156,5
site,7424,1536,1024,139,328241,0.0463,0,0,7082156,5
site,7424,1536,1536,27,390675,0.0475,0,0,8221831,4
site,7424,1536,1536,31,408437,0.0497,0,0,8221831,4
site,7424,1536,1536,40,268622,0.0327,0,0,8221831,4
site,7424,1536,1536,45,436478,0.0531,0,0,8221831,4
site,7424,1536,2048,65,1008504,0.1318,3,3,7651253,4
site,7424,1536,2048,108,280746,0.0367,0,0,7651253,4
site,7424,1536,2048,126,258033,0.0337,0,0,7651253,4
site,7424,1536,2048,205,270077,0.0353,0,0,7651253,4
site,7424,1536,2560,76,308489,0.0508,0,0,6066981,3
site,7424,1536,2560,89,222016,0.0366,0,0,6066981,3
site,7424,1536,2560,125,226844,0.0374,0,0,6066981,3
site,7424,1536,3072,5,755888,0.2487,3,3,3038808,6
site,7424,1536,3072,11,364861,0.1201,0,0,3038808,6
site,7424,1536,3072,27,141657,0.0466,0,0,3038808,6
site,7424,1536,3072,36,157653,0.0519,1,1,3038808,6
site,7424,1536,3072,50,211497,0.0696,0,0,3038808,6
site,7424,1536,3072,56,194559,0.064,0,0,3038808,6
site,7424,2048,512,4,184561,0.0431,2,2,4282088,7
site,7424,2048,512,42,215319,0.0503,0,0,4282088,7
site,7424,2048,512,65,163974,0.0383,0,0,4282088,7
site,7424,2048,512,103,173402,0.0405,0,0,4282088,7
site,7424,2048,512,114,214553,0.0501,0,0,4282088,7
site,7424,2048,512,133,142095,0.0332,0,0,4282088,7
site,7424,2048,512,146,129552,0.0303,0,0,4282088,7
site,7424,2048,1024,13,253527,0.0361,1,1,7026329,5
site,7424,2048,1024,31,557547,0.0794,6,6,7026329,5
site,7424,2048,1024,44,298904,0.0425,1,1,7026329,5
site,7424,2048,1024,244,215220,0.0306,0,0,7026329,5
site,7424,2048,1024,257,235124,0.0335,0,0,7026329,5
site,7424,2048,1536,135,251573,0.0319,0,0,7883795,2
site,7424,2048,1536,200,271334,0.0344,0,0,7883795,2
site,7424,2048,2560,54,191947,0.0358,0,0,5361237,6
site,7424,2048,2560,57,171451,0.032,0,0,5361237,6
site,7424,2048,2560,66,316325,0.059,0,0,5361237,6
site,7424,2048,2560,71,344834,0.0643,0,0,5361237,6
site,7424,2048,2560,98,218711,0.0408,0,0,5361237,6
site,7424,2048,2560,116,177685,0.0331,0,0,5361237,6
site,7552,1536,1024,74,235664,0.0329,1,1,7156899,4
site,7552,1536,1024,94,382821,0.0535,2,2,7156899,4
site,7552,1536,1024,115,218421,0.0305,1,1,7156899,4
site,7552,1536,1024,142,222146,0.031,0,0,7156899,4
site,7552,1536,1536,45,420248,0.0508,0,0,8265100,2
site,7552,1536,1536,62,475477,0.0575,0,0,8265100,2
site,7552,1536,2048,5,449721,0.0589,0,0,7633786,1
site,7552,2048,512,34,277023,0.056,0,0,4948461,2
site,7552,2048,512,163,164393,0.0332,0,0,4948461,2
site,7552,2048,1024,10,351544,0.062,0,0,5673988,2
site,7552,2048,1024,78,497186,0.0876,0,0,5673988,2
site,7552,2048,1536,17,236710,0.0332,0,0,7127132,4
site,7552,2048,1536,46,493881,0.0693,1,1,7127132,4
site,7552,2048,1536,88,402619,0.0565,1,1,7127132,4
site,7552,2048,1536,104,266297,0.0374,0,0,7127132,4
site,7552,2048,2048,14,237307,0.0308,0,0,7710736,7
site,7552,2048,2048,26,648135,0.0841,0,0,7710736,7
site,7552,2048,2048,56,269273,0.0349,0,0,7710736,7
site,7552,2048,2048,85,490645,0.0636,0,0,7710736,7
site,7552,2048,2048,116,271789,0.0352,0,0,7710736,7
site,7552,2048,2048,132,339088,0.044,0,0,7710736,7
site,7552,2048,2048,149,286755,0.0372,0,0,7710736,7
site,7552,2048,2560,2,269060,0.0554,0,0,4856256,11
site,7552,2048,2560,6,163494,0.0337,0,0,4856256,11
site,7552,2048,2560,12,183072,0.0377,0,0,4856256,11
site,7552,2048,2560,35,228398,0.047,1,1,4856256,11
site,7552,2048,2560,38,159252,0.0328,0,0,4856256,11
site,7552,2048,2560,42,291494,0.06,0,0,4856256,11
site,7552,2048,2560,45,149119,0.0307,0,0,4856256,11
site,7552,2048,2560,48,168796,0.0348,0,0,4856256,11
site,7552,2048,2560,70,368016,0.0758,0,0,4856256,11
site,7552,2048,2560,71,265133,0.0546,0,0,4856256,11
site,7552,2048,2560,103,163744,0.0337,0,0,4856256,11
site,7680,1024,1536,1,9187,0.0438,0,0,209919,11
site,7680,1024,1536,2,10862,0.0517,0,0,209919,11
site,7680,1024,1536,3,15075,0.0718,0,0,209919,11
site,7680,1024,1536,4,8669,0.0413,0,0,209919,11
site,7680,1024,1536,6,8933,0.0426,0,0,209919,11
site,7680,1024,1536,10,6466,0.0308,0,0,209919,11
site,7680,1024,1536,11,13836,0.0659,0,0,209919,11
site,7680,1024,1536,13,27483,0.1309,0,0,209919,11
site,7680,1024,1536,14,64504,0.3073,0,0,209919,11
site,7680,1024,1536,15,6569,0.0313,1,1,209919,11
site,7680,1024,1536,16,6717,0.032,0,0,209919,11
site,7680,1536,512,4,159884,0.0555,0,0,2881171,2
site,7680,1536,512,13,661174,0.2295,2,2,2881171,2
site,7680,1536,1024,13,384004,0.0464,0,0,8283175,2
site,7680,1536,1024,340,305822,0.0369,0,0,8283175,2
site,7680,1536,1536,8,552372,0.0586,1,1,9420360,3
site,7680,1536,1536,9,445745,0.0473,1,1,9420360,3
site,7680,1536,1536,185,416800,0.0442,1,1,9420360,3
site,7680,1536,3072,11,238311,0.0717,2,2,3323360,5
site,7680,1536,3072,23,232307,0.0699,3,3,3323360,5
site,7680,1536,3072,30,115250,0.0347,0,0,3323360,5
site,7680,1536,3072,84,283863,0.0854,3,3,3323360,5
site,7680,1536,3072,109,137067,0.0412,0,0,3323360,5
site,7680,2048,512,3,849702,0.1612,2,2,5269697,3
site,7680,2048,512,54,416985,0.0791,1,1,5269697,3
site,7680,2048,512,75,240529,0.0456,1,1,5269697,3
site,7680,2048,1024,42,294658,0.0544,0,0,5418804,2
site,7680,2048,1024,162,189699,0.035,0,0,5418804,2
site,7680,2048,1536,75,381503,0.057,0,0,6696812,2
site,7680,2048,1536,159,214537,0.032,0,0,6696812,2
site,7680,2048,2048,3,305986,0.0415,0,0,7373130,8
site,7680,2048,2048,10,676286,0.0917,0,0,7373130,8
site,7680,2048,2048,13,351795,0.0477,0,0,7373130,8
site,7680,2048,2048,30,441471,0.0599,0,0,7373130,8
site,7680,2048,2048,40,1087240,0.1475,2,2,7373130,8
site,7680,2048,2048,44,294886,0.04,0,0,7373130,8
site,7680,2048,2048,76,255422,0.0346,1,1,7373130,8
site,7680,2048,2048,165,228636,0.031,1,1,7373130,8
site,7680,2048,2560,11,245303,0.0512,0,0,4794392,5
site,7680,2048,2560,12,200583,0.0418,0,0,4794392,5
site,7680,2048,2560,109,394916,0.0824,3,3,4794392,5
site,7680,2048,2560,186,144066,0.03,0,0,4794392,5
site,7680,2048,2560,205,171906,0.0359,0,0,4794392,5
site,7808,1536,512,18,198008,0.066,1,1,3000307,2
site,7808,1536,512,106,94605,0.0315,0,0,3000307,2
site,7808,1536,1024,433,303065,0.0346,0,0,8764907,1
site,7808,1536,2560,8,283888,0.0348,0,0,8157612,1
site,7808,1536,3072,30,210385,0.0613,0,0,3431127,3
site,7808,1536,3072,98,342053,0.0997,0,0,3431127,3
site,7808,1536,3072,144,155777,0.0454,2,2,3431127,3
site,7808,2048,512,10,1903243,0.2927,25,9,6502997,3
site,7808,2048,512,31,674324,0.1037,10,6,6502997,3
site,7808,2048,512,500,269493,0.0414,1,1,6502997,3
site,7808,2048,1024,1,269740,0.0448,1,0,6018893,4
site,7808,2048,1024,25,526480,0.0875,2,0,6018893,4
site,7808,2048,1024,274,185678,0.0308,1,1,6018893,4
site,7808,2048,1024,401,189779,0.0315,0,0,6018893,4
site,7808,2048,1536,34,426160,0.0648,3,3,6579992,2
site,7808,2048,1536,302,385703,0.0586,0,0,6579992,2
site,7808,2048,2048,5,253996,0.0351,0,0,7226584,5
site,7808,2048,2048,33,1213851,0.168,7,7,7226584,5
site,7808,2048,2048,38,265560,0.0367,0,0,7226584,5
site,7808,2048,2048,46,510311,0.0706,1,1,7226584,5
site,7808,2048,2048,60,313530,0.0434,0,0,7226584,5
site,7808,2048,2560,16,1049488,0.2827,1,1,3712529,1
site,7936,1024,2048,1,12052,0.0315,0,0,382898,13
site,7936,1024,2048,4,20918,0.0546,0,0,382898,13
site,7936,1024,2048,5,20699,0.0541,0,0,382898,13
site,7936,1024,2048,9,19061,0.0498,0,0,382898,13
site,7936,1024,2048,10,12322,0.0322,0,0,382898,13
site,7936,1024,2048,14,42481,0.1109,0,0,382898,13
site,7936,1024,2048,17,26673,0.0697,0,0,382898,13
site,7936,1024,2048,18,16025,0.0419,0,0,382898,13
site,7936,1024,2048,22,25988,0.0679,0,0,382898,13
site,7936,1024,2048,24,19202,0.0501,0,0,382898,13
site,7936,1024,2048,30,19913,0.052,0,0,382898,13
site,7936,1024,2048,31,16063,0.042,0,0,382898,13
site,7936,1024,2048,38,19187,0.0501,1,1,382898,13
site,7936,1536,512,11,166981,0.0444,0,0,3757486,3
site,7936,1536,512,24,143489,0.0382,0,0,3757486,3
site,7936,1536,512,122,136143,0.0362,0,0,3757486,3
site,7936,1536,2048,227,258688,0.0303,0,0,8551153,1
site,7936,1536,2560,26,367792,0.0433,0,0,8488456,1
site,7936,1536,3072,3,178134,0.049,2,2,3635261,4
site,7936,1536,3072,53,348443,0.0959,2,2,3635261,4
site,7936,1536,3072,84,114436,0.0315,0,0,3635261,4
site,7936,1536,3072,104,195783,0.0539,0,0,3635261,4
site,7936,2048,512,5,222124,0.0377,2,2,5899153,4
site,7936,2048,512,31,1688717,0.2863,21,3,5899153,4
site,7936,2048,512,34,489566,0.083,15,0,5899153,4
site,7936,2048,512,45,211208,0.0358,1,0,5899153,4
site,7936,2048,1024,23,1507457,0.2852,21,1,5284793,2
site,7936,2048,1024,47,396717,0.0751,2,1,5284793,2
site,7936,2048,1536,6,219353,0.0331,0,0,6623983,3
site,7936,2048,1536,43,293719,0.0443,2,2,6623983,3
site,7936,2048,1536,155,241493,0.0365,0,0,6623983,3
site,7936,2048,2048,4,211450,0.0378,0,0,5594576,7
site,7936,2048,2048,8,538492,0.0963,0,0,5594576,7
site,7936,2048,2048,59,350207,0.0626,0,0,5594576,7
site,7936,2048,2048,96,266349,0.0476,0,0,5594576,7
site,7936,2048,2048,111,400001,0.0715,0,0,5594576,7
site,7936,2048,2048,121,189474,0.0339,0,0,5594576,7
site,7936,2048,2048,127,189475,0.0339,0,0,5594576,7
site,7936,2048,2560,5,92613,0.0506,0,0,1831288,9
site,7936,2048,2560,6,64761,0.0354,0,0,1831288,9
site,7936,2048,2560,9,136260,0.0744,0,0,1831288,9
site,7936,2048,2560,10,84931,0.0464,0,0,1831288,9
site,7936,2048,2560,31,59654,0.0326,0,0,1831288,9
site,7936,2048,2560,45,82131,0.0448,0,0,1831288,9
site,7936,2048,2560,87,76872,0.042,0,0,1831288,9
site,7936,2048,2560,90,58235,0.0318,0,0,1831288,9
site,7936,2048,2560,102,74021,0.0404,0,0,1831288,9
site,8064,1024,2048,7,69034,0.0627,0,0,1100719,3
site,8064,1024,2048,47,96311,0.0875,0,0,1100719,3
site,8064,1024,2048,63,132470,0.1203,1,1,1100719,3
site,8064,1536,512,12,134454,0.0307,0,0,4380359,2
site,8064,1536,512,24,199377,0.0455,0,0,4380359,2
site,8064,1536,1024,29,603649,0.0681,1,1,8864080,2
site,8064,1536,1024,396,295288,0.0333,0,0,8864080,2
site,8064,1536,2048,68,436521,0.0502,0,0,8699071,1
site,8064,1536,2560,51,1549811,0.1649,5,5,9396282,1
site,8064,1536,3072,3,317222,0.0881,1,1,3601637,3
site,8064,1536,3072,7,259681,0.0721,0,0,3601637,3
site,8064,1536,3072,13,162217,0.045,0,0,3601637,3
site,8064,2048,512,5,191501,0.0387,0,0,4943905,7
site,8064,2048,512,17,174825,0.0354,1,1,4943905,7
site,8064,2048,512,39,152541,0.0309,0,0,4943905,7
site,8064,2048,512,46,682639,0.1381,0,0,4943905,7
site,8064,2048,512,51,240029,0.0486,0,0,4943905,7
site,8064,2048,512,52,192586,0.039,0,0,4943905,7
site,8064,2048,512,69,362859,0.0734,0,0,4943905,7
site,8064,2048,1024,3,238107,0.0514,0,0,4628230,4
site,8064,2048,1024,4,152181,0.0329,0,0,4628230,4
site,8064,2048,1024,129,144987,0.0313,0,0,4628230,4
site,8064,2048,1024,229,202607,0.0438,0,0,4628230,4
site,8064,2048,1536,10,493984,0.0777,0,0,6353642,2
site,8064,2048,1536,24,294952,0.0464,0,0,6353642,2
site,8064,2048,2048,146,195953,0.0405,0,0,4832538,1
site,8064,2048,2560,3,188984,0.1584,0,0,1193209,6
site,8064,2048,2560,17,60964,0.0511,0,0,1193209,6
site,8064,2048,2560,24,88798,0.0744,0,0,1193209,6
site,8064,2048,2560,26,42020,0.0352,0,0,1193209,6
site,8064,2048,2560,38,42430,0.0356,0,0,1193209,6
site,8064,2048,2560,45,68624,0.0575,0,0,1193209,6
site,8192,1024,1024,3,52514,0.0401,0,0,1310793,6
site,8192,1024,1024,5,120551,0.092,0,0,1310793,6
site,8192,1024,1024,44,76495,0.0584,0,0,1310793,6
site,8192,1024,1024,49,85447,0.0652,0,0,1310793,6
site,8192,1024,1024,53,56908,0.0434,0,0,1310793,6
site,8192,1024,1024,59,69861,0.0533,0,0,1310793,6
site,8192,1024,1536,32,81057,0.0337,0,0,2408131,4
site,8192,1024,1536,35,324552,0.1348,0,0,2408131,4
site,8192,1024,1536,70,215162,0.0893,0,0,2408131,4
site,8192,1024,1536,232,78562,0.0326,0,0,2408131,4
site,8192,1536,512,69,172423,0.0376,0,0,4582951,4
site,8192,1536,512,82,210700,0.046,0,0,4582951,4
site,8192,1536,512,136,181360,0.0396,0,0,4582951,4
site,8192,1536,512,147,170256,0.0371,0,0,4582951,4
site,8192,1536,1536,181,593055,0.0671,0,0,8833759,1
site,8192,1536,2048,22,290730,0.0328,0,0,8871354,1
site,8192,1536,2560,53,325605,0.0358,0,0,9093435,2
site,8192,1536,2560,107,854115,0.0939,3,3,9093435,2
site,8192,1536,3072,1,175568,0.0486,2,2,3615336,3
site,8192,1536,3072,5,408195,0.1129,3,3,3615336,3
site,8192,1536,3072,110,121323,0.0336,0,0,3615336,3
site,8192,2048,512,11,239962,0.0477,0,0,5029448,3
site,8192,2048,512,45,217647,0.0433,0,0,5029448,3
site,8192,2048,512,82,211422,0.042,0,0,5029448,3
site,8192,2048,1024,11,146795,0.0389,0,0,3777944,3
site,8192,2048,1024,29,250914,0.0664,0,0,3777944,3
site,8192,2048,1024,37,168846,0.0447,1,1,3777944,3
site,8192,2048,1536,102,181075,0.0353,0,0,5126565,1
site,8192,2048,2560,10,35294,0.0307,0,0,1151324,8
site,8192,2048,2560,17,38678,0.0336,0,0,1151324,8
site,8192,2048,2560,19,147646,0.1282,0,0,1151324,8
site,8192,2048,2560,21,103492,0.0899,1,1,1151324,8
site,8192,2048,2560,22,92408,0.0803,0,0,1151324,8
site,8192,2048,2560,23,36271,0.0315,0,0,1151324,8
site,8192,2048,2560,27,131639,0.1143,0,0,1151324,8
site,8192,2048,2560,36,46833,0.0407,0,0,1151324,8
site,8320,1024,1024,69,84301,0.0399,0,0,2112222,1
site,8320,1024,1536,3,73369,0.0315,0,0,2325794,4
site,8320,1024,1536,5,453123,0.1948,1,1,2325794,4
site,8320,1024,1536,72,173313,0.0745,1,1,2325794,4
site,8320,1024,1536,132,135047,0.0581,1,1,2325794,4
site,8320,1536,512,34,182759,0.0378,0,0,4829487,3
site,8320,1536,512,64,166795,0.0345,0,0,4829487,3
site,8320,1536,512,216,217704,0.0451,0,0,4829487,3
site,8320,1536,1024,59,626526,0.0761,0,0,8230084,2
site,8320,1536,1024,109,365497,0.0444,0,0,8230084,2
site,8320,1536,1536,3,1111464,0.1233,1,1,9017354,2
site,8320,1536,1536,68,274920,0.0305,0,0,9017354,2
site,8320,1536,2048,10,315043,0.0339,0,0,9295320,3
site,8320,1536,2048,48,340573,0.0366,0,0,9295320,3
site,8320,1536,2048,214,356052,0.0383,0,0,9295320,3
site,8320,1536,2560,64,722094,0.0833,4,4,8666659,1
site,8320,1536,3072,15,235997,0.0847,2,2,2786580,5
site,8320,1536,3072,76,91491,0.0328,0,0,2786580,5
site,8320,1536,3072,78,97132,0.0349,0,0,2786580,5
site,8320,1536,3072,86,203013,0.0729,2,2,2786580,5
site,8320,1536,3072,127,95499,0.0343,3,3,2786580,5
site,8320,2048,512,112,186178,0.0371,0,0,5022263,2
site,8320,2048,512,168,211331,0.0421,0,0,5022263,2
site,8320,2048,1024,5,139871,0.0501,0,0,2792132,3
site,8320,2048,1024,74,144009,0.0516,1,1,2792132,3
site,8320,2048,1024,77,134744,0.0483,0,0,2792132,3
site,8320,2048,1536,29,186894,0.0422,1,1,4430796,4
site,8320,2048,1536,75,174640,0.0394,0,0,4430796,4
site,8320,2048,1536,111,218606,0.0493,0,0,4430796,4
site,8320,2048,1536,141,144762,0.0327,0,0,4430796,4
site,8448,1024,1024,37,108172,0.0441,0,0,2451687,5
site,8448,1024,1024,44,143728,0.0586,0,0,2451687,5
site,8448,1024,1024,100,293487,0.1197,0,0,2451687,5
site,8448,1024,1024,121,185418,0.0756,0,0,2451687,5
site,8448,1024,1024,159,80769,0.0329,0,0,2451687,5
site,8448,1024,1536,5,773240,0.3811,2,2,2028744,3
site,8448,1024,1536,75,205206,0.1011,0,0,2028744,3
site,8448,1024,1536,146,125000,0.0616,0,0,2028744,3
site,8448,1536,512,24,193152,0.0385,0,0,5013195,4
site,8448,1536,512,57,733095,0.1462,2,2,5013195,4
site,8448,1536,512,79,198695,0.0396,0,0,5013195,4
site,8448,1536,512,104,173143,0.0345,0,0,5013195,4
site,8448,1536,1024,252,337550,0.0407,0,0,8299101,1
site,8448,1536,1536,17,1367934,0.1493,1,1,9160123,4
site,8448,1536,1536,52,311114,0.034,0,0,9160123,4
site,8448,1536,1536,135,335134,0.0366,0,0,9160123,4
site,8448,1536,1536,608,968358,0.1057,1,1,9160123,4
site,8448,1536,2048,147,328589,0.0338,0,0,9709871,2
site,8448,1536,2048,413,347743,0.0358,2,2,9709871,2
site,8448,1536,3072,1,72406,0.0307,0,0,2357662,6
site,8448,1536,3072,11,156794,0.0665,2,2,2357662,6
site,8448,1536,3072,22,80688,0.0342,1,1,2357662,6
site,8448,1536,3072,53,280158,0.1188,2,2,2357662,6
site,8448,1536,3072,78,94267,0.04,0,0,2357662,6
site,8448,1536,3072,84,79069,0.0335,0,0,2357662,6
site,8448,2048,0,1,6546,0.0387,1,1,169133,6
site,8448,2048,0,2,7198,0.0426,1,1,169133,6
site,8448,2048,0,8,14321,0.0847,0,0,169133,6
site,8448,2048,0,12,9922,0.0587,0,0,169133,6
site,8448,2048,0,17,67044,0.3964,0,0,169133,6
site,8448,2048,0,18,23591,0.1395,1,1,169133,6
site,8448,2048,512,4,994374,0.1656,3,2,6005113,4
site,8448,2048,512,54,219198,0.0365,0,0,6005113,4
site,8448,2048,512,131,320221,0.0533,1,1,6005113,4
site,8448,2048,512,184,208925,0.0348,1,1,6005113,4
site,8448,2048,1024,5,138298,0.0439,0,0,3147888,5
site,8448,2048,1024,12,310461,0.0986,2,2,3147888,5
site,8448,2048,1024,21,151199,0.048,0,0,3147888,5
site,8448,2048,1024,98,97332,0.0309,0,0,3147888,5
site,8448,2048,1024,141,171057,0.0543,0,0,3147888,5
site,8448,2048,1536,3,147148,0.0325,0,0,4522262,6
site,8448,2048,1536,5,167253,0.037,1,1,4522262,6
site,8448,2048,1536,80,288033,0.0637,1,1,4522262,6
site,8448,2048,1536,91,212734,0.047,0,0,4522262,6
site,8448,2048,1536,132,306279,0.0677,0,0,4522262,6
site,8448,2048,1536,145,161168,0.0356,0,0,4522262,6
site,8576,1024,1024,13,96745,0.0376,0,0,2572222,6
site,8576,1024,1024,24,188479,0.0733,0,0,2572222,6
site,8576,1024,1024,82,91351,0.0355,0,0,2572222,6
site,8576,1024,1024,126,98702,0.0384,1,1,2572222,6
site,8576,1024,1024,143,77381,0.0301,0,0,2572222,6
site,8576,1024,1024,176,146037,0.0568,0,0,2572222,6
site,8576,1024,1536,5,983781,0.3266,0,0,3012396,5
site,8576,1024,1536,18,108392,0.036,0,0,3012396,5
site,8576,1024,1536,50,134766,0.0447,0,0,3012396,5
site,8576,1024,1536,69,226790,0.0753,0,0,3012396,5
site,8576,1024,1536,71,94522,0.0314,0,0,3012396,5
site,8576,1024,2048,6,778736,0.3202,1,1,2432256,3
site,8576,1024,2048,23,128845,0.053,0,0,2432256,3
site,8576,1024,2048,120,94249,0.0387,1,1,2432256,3
site,8576,1536,512,25,1220560,0.2501,8,1,4879678,2
site,8576,1536,512,49,218453,0.0448,0,0,4879678,2
site,8576,1536,1024,91,347430,0.0416,0,0,8348537,2
site,8576,1536,1024,145,250537,0.03,0,0,8348537,2
site,8576,1536,1536,1,2524345,0.2725,3,3,9263399,4
site,8576,1536,1536,32,325840,0.0352,0,0,9263399,4
site,8576,1536,1536,51,645765,0.0697,1,1,9263399,4
site,8576,1536,1536,68,354405,0.0383,0,0,9263399,4
site,8576,1536,2048,76,904222,0.0932,0,0,9705832,1
site,8576,1536,2560,87,426984,0.051,0,0,8374781,2
site,8576,1536,2560,433,344010,0.0411,0,0,8374781,2
site,8576,1536,3072,8,429969,0.2124,5,5,2024050,2
site,8576,1536,3072,85,80458,0.0398,0,0,2024050,2
site,8576,2048,0,2,372131,0.677,5,5,549699,2
site,8576,2048,0,9,31290,0.0569,0,0,549699,2
site,8576,2048,512,1,299070,0.0425,3,1,7029550,2
site,8576,2048,512,106,1120053,0.1593,6,4,7029550,2
site,8576,2048,1024,1,76887,0.0315,0,0,2437155,4
site,8576,2048,1024,2,195516,0.0802,0,0,2437155,4
site,8576,2048,1024,3,162228,0.0666,0,0,2437155,4
site,8576,2048,1024,34,86853,0.0356,1,1,2437155,4
site,8576,2048,1536,21,195376,0.0408,1,1,4787408,3
site,8576,2048,1536,61,361728,0.0756,4,4,4787408,3
site,8576,2048,1536,175,691179,0.1444,1,1,4787408,3
site,8576,2048,2048,30,131372,0.0382,0,0,3443499,2
site,8576,2048,2048,40,1419371,0.4122,1,1,3443499,2
site,8704,1024,1024,10,212633,0.0622,0,0,3416817,4
site,8704,1024,1024,20,358124,0.1048,1,1,3416817,4
site,8704,1024,1024,41,194058,0.0568,0,0,3416817,4
site,8704,1024,1024,78,102720,0.0301,0,0,3416817,4
site,8704,1024,1536,10,99221,0.0546,0,0,1817488,2
site,8704,1024,1536,15,1216588,0.6694,1,1,1817488,2
site,8704,1024,2048,8,429808,0.2736,0,0,1571118,2
site,8704,1024,2048,34,297332,0.1892,0,0,1571118,2
site,8704,1536,512,4,918037,0.1391,3,3,6598454,3
site,8704,1536,512,50,421034,0.0638,5,1,6598454,3
site,8704,1536,512,71,357650,0.0542,1,0,6598454,3
site,8704,1536,1024,2,300910,0.0342,0,0,8808058,1
site,8704,1536,1536,15,1448767,0.1639,1,1,8840106,4
site,8704,1536,1536,28,388247,0.0439,0,0,8840106,4
site,8704,1536,1536,48,859677,0.0972,0,0,8840106,4
site,8704,1536,1536,251,314255,0.0355,0,0,8840106,4
site,8704,1536,2048,51,535504,0.0567,1,1,9439160,2
site,8704,1536,2048,191,401075,0.0425,0,0,9439160,2
site,8704,1536,3072,3,83085,0.0516,0,0,1609690,9
site,8704,1536,3072,12,58037,0.0361,0,0,1609690,9
site,8704,1536,3072,38,50502,0.0314,0,0,1609690,9
site,8704,1536,3072,53,69773,0.0433,0,0,1609690,9
site,8704,1536,3072,76,58415,0.0363,0,0,1609690,9
site,8704,1536,3072,82,65112,0.0405,0,0,1609690,9
site,8704,1536,3072,87,49813,0.0309,0,0,1609690,9
site,8704,1536,3072,96,54595,0.0339,0,0,1609690,9
site,8704,1536,3072,111,48991,0.0304,0,0,1609690,9
site,8704,2048,0,4,114732,0.2515,0,0,456220,6
site,8704,2048,0,11,15061,0.033,0,0,456220,6
site,8704,2048,0,16,26805,0.0588,0,0,456220,6
site,8704,2048,0,25,18821,0.0413,0,0,456220,6
site,8704,2048,0,35,50070,0.1097,1,1,456220,6
site,8704,2048,0,45,33987,0.0745,0,0,456220,6
site,8704,2048,512,3,1102318,0.1424,6,0,7741713,2
site,8704,2048,512,53,345005,0.0446,1,1,7741713,2
site,8704,2048,1024,2,128042,0.0419,0,0,3056237,4
site,8704,2048,1024,16,670300,0.2193,1,1,3056237,4
site,8704,2048,1024,26,97754,0.032,0,0,3056237,4
site,8704,2048,1024,40,359339,0.1176,2,2,3056237,4
site,8704,2048,1536,8,329822,0.0691,0,0,4772099,3
site,8704,2048,1536,118,144017,0.0302,0,0,4772099,3
site,8704,2048,1536,236,148745,0.0312,1,1,4772099,3
site,8704,2048,2048,39,118779,0.0335,0,0,3549067,3
site,8704,2048,2048,87,110168,0.031,0,0,3549067,3
site,8704,2048,2048,129,138724,0.0391,0,0,3549067,3
site,8704,2048,2560,7,96769,0.1333,0,0,726140,11
site,8704,2048,2560,8,24549,0.0338,0,0,726140,11
site,8704,2048,2560,10,119924,0.1652,1,0,726140,11
site,8704,2048,2560,11,38200,0.0526,0,0,726140,11
site,8704,2048,2560,19,40282,0.0555,0,0,726140,11
site,8704,2048,2560,23,25634,0.0353,0,0,726140,11
site,8704,2048,2560,26,30638,0.0422,0,0,726140,11
site,8704,2048,2560,35,26512,0.0365,0,0,726140,11
site,8704,2048,2560,39,24185,0.0333,0,0,726140,11
site,8704,2048,2560,40,40471,0.0557,0,0,726140,11
site,8704,2048,2560,44,31974,0.044,0,0,726140,11
